,ICEDEU3,CO1COMDTY,CLJ2COMBCOMDTY,GASEUEQUITY,WK2COMBCOMDTY,GT1CDEGSACT24AVINEXMW
2020-09-23,26.48,35.75892,36.97457,16.975,4.98887,8451.1
2020-09-22,27.83,35.64593,36.84211,16.745,5.03247,8761.6
2020-09-21,26.38,35.29512,36.56418,16.725,5.00809,7956.3
2020-09-20,0.0,0.0,0.0,0.0,0.0,5674.3
2020-09-19,0.0,0.0,0.0,0.0,0.0,6071.3
2020-09-18,27.97,36.3644,37.34199,17.29,5.04804,6469.0
2020-09-17,28.41,36.62663,37.60785,17.75,4.97378,6568.7
2020-09-16,29.96,35.67988,37.27711,17.38,4.88887,7174.0
2020-09-15,29.76,34.19387,36.55615,17.29,4.8532,7625.6
2020-09-14,30.44,33.37828,35.91472,16.99,4.89804,7147.2
2020-09-13,0.0,0.0,0.0,0.0,0.0,4144.6
2020-09-12,0.0,0.0,0.0,0.0,0.0,4468.8
2020-09-11,28.24,33.64873,35.94661,16.945,4.89567,7750.8
2020-09-10,28.4,33.7831,36.00945,17.0,4.9144,7827.9
2020-09-09,27.18,34.55608,36.44527,17.025,4.91571,6803.3
2020-09-08,26.77,33.7233,35.79179,16.925,4.91056,5990.5
2020-09-07,27.03,35.55349,0.0,17.06,0.0,6451.3
2020-09-06,0.0,0.0,0.0,0.0,0.0,3594.6
2020-09-05,0.0,0.0,0.0,0.0,0.0,3143.9
2020-09-04,27.33,36.04563,37.50739,16.8,4.92184,6814.1
2020-09-03,28.71,37.2433,38.21516,16.79,4.93112,7261.4
2020-09-02,28.2,37.5,38.04862,16.635,4.97552,7798.3
2020-09-01,27.71,38.1934,38.37774,16.22,4.96062,7996.4
2020-08-31,28.62,37.91025,38.05258,16.25,4.89367,7198.7
2020-08-30,0.0,0.0,0.0,0.0,0.0,5679.3
2020-08-29,0.0,0.0,0.0,0.0,0.0,5432.9
2020-08-28,29.48,37.89217,38.64917,16.0,4.90159,6625.5
2020-08-27,28.34,38.22158,38.6539,16.115,4.94829,6160.1
2020-08-26,28.59,38.57336,38.91988,16.11,4.86604,2217.2
2020-08-25,28.58,38.82492,39.04504,16.29,4.8256,6949.6
2020-08-24,27.45,38.24576,38.76271,16.475,4.79661,7054.5
2020-08-23,0.0,0.0,0.0,0.0,0.0,3001.8
2020-08-22,0.0,0.0,0.0,0.0,0.0,3545.6
2020-08-21,25.62,37.67094,38.42691,15.995,4.84159,6204.4
2020-08-20,25.88,37.87751,38.45116,16.295,4.77687,7321.9
2020-08-19,26.2,38.19667,38.49975,16.205,4.73354,7912.8
2020-08-18,26.51,38.08646,38.24564,16.145,4.70216,7976.8
2020-08-17,26.25,38.22885,38.49006,16.16,4.77123,7698.2
2020-08-16,0.0,0.0,0.0,0.0,0.0,5774.7
2020-08-15,0.0,0.0,0.0,0.0,0.0,7049.2
2020-08-14,25.42,37.82187,38.05825,16.295,4.65597,7916.5
2020-08-13,25.37,38.04688,38.24152,16.665,4.65854,7476.4
2020-08-12,25.91,38.52612,38.50068,16.695,4.60482,7299.8
2020-08-11,26.13,37.80477,37.98318,16.69,4.63639,7919.9
2020-08-10,26.65,38.27959,38.29661,16.295,4.61372,7682.6
2020-08-09,0.0,0.0,0.0,0.0,0.0,5901.3
2020-08-08,0.0,0.0,0.0,0.0,0.0,7556.5
2020-08-07,26.36,37.72623,37.95565,16.065,4.64993,8928.3
2020-08-06,26.33,37.95455,38.16498,16.055,4.62542,8966.2
2020-08-05,26.7,38.0443,38.09484,16.06,4.69553,8623.2
2020-08-04,26.76,37.72287,38.18985,15.68,4.73977,9871.0
2020-08-03,26.06,37.57767,38.07984,15.715,4.78764,9670.1
2020-08-02,0.0,0.0,0.0,0.0,0.0,7504.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,7110.3
2020-07-31,26.21,36.72292,37.17242,15.775,4.81935,8676.6
2020-07-30,25.47,36.3775,36.8265,15.9,4.78863,9404.8
2020-07-29,26.12,37.15815,37.55733,16.02,4.81782,6785.0
2020-07-28,25.66,36.83,37.5032,16.05,4.79761,6995.2
2020-07-27,24.93,36.96041,37.64155,16.08,4.82546,8921.1
2020-07-26,0.0,0.0,0.0,0.0,0.0,5496.8
2020-07-25,0.0,0.0,0.0,0.0,0.0,7651.9
2020-07-24,26.29,37.24968,37.67082,16.705,4.90546,8994.4
2020-07-23,27.25,37.27194,37.26334,16.735,4.82143,9330.8
2020-07-22,26.55,38.25689,37.72134,16.615,4.889,9462.4
2020-07-21,26.52,38.48559,37.86905,17.355,4.88668,9308.3
2020-07-20,26.08,37.83548,37.80051,17.11,4.88898,8530.1
2020-07-19,0.0,0.0,0.0,0.0,0.0,7284.8
2020-07-18,0.0,0.0,0.0,0.0,0.0,7851.2
2020-07-17,27.73,37.72628,37.6913,16.855,4.95846,8935.5
2020-07-16,26.51,38.01385,37.73337,16.61,4.98948,8623.3
2020-07-15,28.75,38.38871,37.88902,16.59,5.06049,9572.0
2020-07-14,29.56,37.62168,37.60414,16.78,4.94826,9369.8
2020-07-13,29.27,37.57917,37.57037,16.94,4.9569,8908.9
2020-07-12,0.0,0.0,0.0,0.0,0.0,6855.4
2020-07-11,0.0,0.0,0.0,0.0,0.0,8031.9
2020-07-10,28.95,38.26549,38.14159,16.72,4.99558,8881.1
2020-07-09,28.53,37.50775,37.67603,16.685,4.99956,9100.0
2020-07-08,29.24,38.18807,37.95872,16.925,4.93119,9306.2
2020-07-07,29.31,38.15766,37.63508,16.99,4.81621,8291.3
2020-07-06,29.62,38.11798,37.48121,17.03,4.80012,3784.0
2020-07-05,0.0,0.0,0.0,0.0,0.0,2035.7
2020-07-04,0.0,0.0,0.0,0.0,0.0,2893.3
2020-07-03,27.84,38.07152,0.0,16.855,0.0,8739.7
2020-07-02,27.3,38.41838,37.62579,17.05,4.83124,9097.3
2020-07-01,27.64,37.31357,36.9407,16.53,4.8584,8227.6
2020-06-30,26.9,36.60055,36.58276,16.48,4.82967,5879.0
2020-06-29,26.55,37.15151,37.24058,16.29,4.79202,7510.0
2020-06-28,0.0,0.0,0.0,0.0,0.0,4176.6
2020-06-27,0.0,0.0,0.0,0.0,0.0,6909.6
2020-06-26,24.66,36.52716,36.42921,16.455,4.72841,8849.5
2020-06-25,25.11,36.56364,36.59927,16.15,4.78979,9359.3
2020-06-24,25.33,35.74215,35.93722,16.33,4.77035,9265.3
2020-06-23,25.34,37.69564,36.99708,16.95,4.79264,8742.7
2020-06-22,24.46,38.25593,37.41231,16.61,4.80419,7892.9
2020-06-21,0.0,0.0,0.0,0.0,0.0,4403.1
2020-06-20,0.0,0.0,0.0,0.0,0.0,6026.4
2020-06-19,24.09,37.6932,37.07674,16.925,4.80881,9616.0
2020-06-18,24.4,37.08237,36.88583,16.955,4.83518,9942.4
2020-06-17,22.69,36.24789,36.55062,17.01,4.85487,10067.0
2020-06-16,22.72,36.35073,37.06958,17.125,4.86777,9284.4
2020-06-15,22.1,35.19716,36.46433,16.565,4.89366,8633.2
2020-06-14,0.0,0.0,0.0,0.0,0.0,4788.8
2020-06-13,0.0,0.0,0.0,0.0,0.0,4626.9
2020-06-12,21.93,34.46956,35.75116,16.47,4.91723,6211.3
2020-06-11,22.21,33.92889,35.3899,16.41,4.8561,7842.3
2020-06-10,22.84,36.76328,37.15972,17.185,4.88723,10019.5
2020-06-09,22.41,36.30433,36.97435,17.415,4.91493,9873.0
2020-06-08,22.64,36.13497,36.53352,17.75,4.98406,8557.3
2020-06-07,0.0,0.0,0.0,0.0,0.0,3555.4
2020-06-06,0.0,0.0,0.0,0.0,0.0,2658.0
2020-06-05,23.16,37.46347,37.52546,17.395,4.98627,6775.5
2020-06-04,22.13,35.29879,36.64931,17.095,4.98941,8380.9
2020-06-03,22.0,35.40981,36.68239,17.53,4.94572,8269.0
2020-06-02,21.99,35.41256,36.45069,16.945,4.94899,7139.6
2020-06-01,20.89,34.42947,36.24438,16.659,5.0,2774.6
2020-05-31,0.0,0.0,0.0,0.0,0.0,2412.5
2020-05-30,0.0,0.0,0.0,0.0,0.0,3099.4
2020-05-29,21.32,31.83456,36.42098,16.745,5.01442,7588.7
2020-05-28,21.18,31.84443,35.66143,16.57,5.00361,7691.8
2020-05-27,21.25,31.65376,35.50797,16.315,4.96583,8236.7
2020-05-26,21.52,32.95372,36.02405,16.23,4.9426,8999.3
2020-05-25,21.51,32.61728,0.0,15.85,0.0,5718.1
2020-05-24,0.0,0.0,0.0,0.0,0.0,1925.1
2020-05-23,0.0,0.0,0.0,0.0,0.0,2782.1
2020-05-22,21.32,32.26488,35.30492,15.665,4.98714,4845.9
2020-05-21,21.11,32.91648,35.33546,15.855,4.99087,5407.4
2020-05-20,21.18,32.57106,35.2223,15.805,4.94944,8715.6
2020-05-19,19.89,31.70464,34.74243,15.54,4.9021,7249.3
2020-05-18,20.26,31.90943,34.89779,16.375,4.89962,5167.8
2020-05-17,0.0,0.0,0.0,0.0,0.0,2836.9
2020-05-16,0.0,0.0,0.0,0.0,0.0,3739.3
2020-05-15,19.09,30.0731,33.70038,15.965,4.95975,6148.4
2020-05-14,18.76,28.87219,33.48173,16.485,4.9898,7880.4
2020-05-13,18.59,26.97283,32.76659,16.635,5.00139,8509.8
2020-05-12,18.44,27.62879,32.61451,16.29,5.06635,6484.5
2020-05-11,18.98,27.41488,33.00333,16.6,5.07494,3587.3
2020-05-10,0.0,0.0,0.0,0.0,0.0,2886.4
2020-05-09,0.0,0.0,0.0,0.0,0.0,6046.7
2020-05-08,19.27,28.55167,34.01862,16.545,5.07744,7303.5
2020-05-07,19.46,27.24498,32.67363,16.12,5.07029,7607.9
2020-05-06,18.92,27.50069,32.67327,16.025,5.03377,6274.4
2020-05-05,19.01,28.57011,33.31181,15.7,5.03229,6545.6
2020-05-04,19.27,24.95413,32.00917,15.59,4.99312,6741.9
2020-05-03,0.0,0.0,0.0,0.0,0.0,3242.2
2020-05-02,0.0,0.0,0.0,0.0,0.0,2537.8
2020-05-01,18.9,24.06261,31.73462,0.0,4.919,2669.6
2020-04-30,19.49,23.10506,32.90665,16.025,4.97623,4404.6
2020-04-29,20.11,20.77802,31.96903,15.925,5.00323,7173.6
2020-04-28,20.13,18.88848,31.86854,15.46,5.03831,7621.6
2020-04-27,20.2,18.47334,31.72535,15.665,5.00878,7209.6
2020-04-26,0.0,0.0,0.0,0.0,0.0,4397.6
2020-04-25,0.0,0.0,0.0,0.0,0.0,3659.6
2020-04-24,20.66,19.87393,32.10048,15.205,5.03801,4570.4
2020-04-23,20.94,19.72443,32.17126,14.955,5.10681,6671.7
2020-04-22,20.57,18.83321,32.66457,15.095,5.13591,2727.3
2020-04-21,19.77,17.82553,31.1232,15.025,5.13879,2440.6
2020-04-20,21.29,23.52346,34.33303,15.23,5.16559,2870.2
2020-04-19,0.0,0.0,0.0,0.0,0.0,2515.8
2020-04-18,0.0,0.0,0.0,0.0,0.0,3583.4
2020-04-17,21.61,25.8397,34.7658,15.405,5.0796,6858.4
2020-04-16,20.85,25.67842,34.72402,15.525,5.09046,6073.9
2020-04-15,19.16,25.36411,34.45086,15.74,5.13877,4566.3
2020-04-14,19.72,26.99498,35.90515,15.885,5.17556,4407.4
2020-04-13,0.0,29.07392,35.44014,0.0,5.20976,2195.5
2020-04-12,0.0,0.0,0.0,0.0,0.0,2654.0
2020-04-11,0.0,0.0,0.0,0.0,0.0,3437.0
2020-04-10,0.0,0.0,0.0,0.0,0.0,4251.2
2020-04-09,20.98,28.78566,34.58303,16.07,5.20757,6084.2
2020-04-08,21.04,30.22828,34.86745,15.985,5.17535,5955.0
2020-04-07,20.41,29.24927,34.96696,15.965,5.1418,5557.4
2020-04-06,20.3,30.59619,34.93797,16.08,5.19811,4090.2
2020-04-05,0.0,0.0,0.0,0.0,0.0,3080.2
2020-04-04,0.0,0.0,0.0,0.0,0.0,4972.1
2020-04-03,17.86,31.6214,34.41179,15.795,5.14276,4663.1
2020-04-02,17.95,27.61483,34.5416,15.79,5.09362,4982.9
2020-04-01,16.95,22.64531,34.31579,15.46,5.13272,6460.3
2020-03-31,17.55,20.72737,35.31128,15.97,5.23653,7153.4
2020-03-30,16.93,20.65336,35.15426,15.85,5.16561,6254.2
2020-03-29,0.0,0.0,0.0,0.0,0.0,2482.6
2020-03-28,0.0,0.0,0.0,0.0,0.0,3568.0
2020-03-27,16.26,22.46351,34.54677,16.59,5.02568,4288.4
2020-03-26,17.22,23.89332,34.17997,16.79,5.07075,4541.7
2020-03-25,17.41,25.21867,35.26379,16.235,5.19289,4698.8
2020-03-24,16.69,25.23938,34.47058,16.435,5.24077,4327.3
2020-03-23,15.45,25.14185,33.7736,16.145,5.2437,4064.6
2020-03-22,0.0,0.0,0.0,0.0,0.0,2853.0
2020-03-21,0.0,0.0,0.0,0.0,0.0,3146.9
2020-03-20,16.02,25.29296,32.92397,16.725,5.21937,5798.5
2020-03-19,16.3,26.64732,34.26619,17.32,5.12449,7757.0
2020-03-18,15.23,22.9351,32.22714,16.235,4.97557,4776.8
2020-03-17,18.25,26.14671,35.22024,15.75,4.8735,7489.3
2020-03-16,19.42,26.92894,34.84183,14.365,4.79658,7240.5
2020-03-15,0.0,0.0,0.0,0.0,0.0,3601.1
2020-03-14,0.0,0.0,0.0,0.0,0.0,5382.3
2020-03-13,21.89,30.54778,37.53271,16.15,4.90254,5057.1
2020-03-12,22.48,29.69784,38.00286,14.295,4.87887,4291.6
2020-03-11,23.89,31.71467,38.36952,17.17,4.90253,5568.2
2020-03-10,24.07,32.89148,38.5737,17.79,4.94433,5579.1
2020-03-09,23.25,29.9747,36.596,17.895,4.88528,8974.1
2020-03-08,0.0,0.0,0.0,0.0,0.0,3831.5
2020-03-07,0.0,0.0,0.0,0.0,0.0,6720.7
2020-03-06,23.4,40.04423,41.33569,20.05,4.93808,8507.8
2020-03-05,23.78,44.57821,42.89281,20.7,4.97815,9131.9
2020-03-04,23.8,45.96368,43.59942,21.63,5.03416,10441.9
2020-03-03,23.33,46.4737,43.4806,21.16,5.00493,10132.9
2020-03-02,23.49,46.42218,43.21109,21.42,4.95751,8248.2
2020-03-01,0.0,0.0,0.0,0.0,0.0,3279.7
2020-02-29,0.0,0.0,0.0,0.0,0.0,3575.4
2020-02-28,23.57,45.9231,42.87792,20.94,5.0609,8012.6
2020-02-27,23.56,47.52277,44.31694,21.65,5.07514,10120.7
2020-02-26,24.22,49.11297,45.07767,22.1,5.16592,8207.7
2020-02-25,24.14,50.49159,45.50216,22.32,5.1778,5124.1
2020-02-24,24.53,51.78916,46.9414,23.04,5.19961,5757.3
2020-02-23,0.0,0.0,0.0,0.0,0.0,2776.3
2020-02-22,0.0,0.0,0.0,0.0,0.0,2745.1
2020-02-21,25.56,53.87733,47.35679,24.13,5.29563,4833.1
2020-02-20,25.59,54.95228,47.90142,24.37,5.39238,6753.1
2020-02-19,25.66,54.78132,47.90586,24.64,5.42532,6314.5
2020-02-18,25.09,53.45243,47.52869,24.38,5.39846,4390.8
2020-02-17,25.0,53.2404,0.0,23.91,0.0,4253.5
2020-02-16,0.0,0.0,0.0,0.0,0.0,2725.1
2020-02-15,0.0,0.0,0.0,0.0,0.0,4006.6
2020-02-14,24.24,52.8636,47.04418,23.87,5.23149,9240.4
2020-02-13,24.35,51.96458,46.88249,23.43,5.27347,7386.7
2020-02-12,23.83,51.28229,46.8885,23.66,5.28771,4531.3
2020-02-11,23.25,49.45065,46.59403,23.61,5.23485,4078.5
2020-02-10,23.11,48.82676,46.7461,23.74,5.27727,4132.6
2020-02-09,0.0,0.0,0.0,0.0,0.0,2783.1
2020-02-08,0.0,0.0,0.0,0.0,0.0,6622.9
2020-02-07,23.26,49.77611,46.58686,23.96,5.25222,10757.4
2020-02-06,23.5,50.05011,46.33257,24.01,5.22096,10780.1
2020-02-05,23.71,50.24998,45.54131,24.12,5.23816,9659.2
2020-02-04,23.3,48.8901,44.95787,23.75,5.20069,6163.9
2020-02-03,23.15,49.23592,44.89556,23.57,5.15417,5558.4
2020-02-02,0.0,0.0,0.0,0.0,0.0,3688.8
2020-02-01,0.0,0.0,0.0,0.0,0.0,3107.9
2020-01-31,23.81,52.47677,44.75323,23.7,5.14076,4727.0
2020-01-30,23.67,52.80848,44.99909,23.93,5.20475,5874.3
2020-01-29,23.92,54.34802,45.20672,23.76,5.24761,7193.0
2020-01-28,24.58,54.05577,45.20847,23.57,5.28431,6514.0
2020-01-27,24.52,53.85384,44.95688,23.36,5.31775,8632.2
2020-01-26,0.0,0.0,0.0,0.0,0.0,7437.9
2020-01-25,0.0,0.0,0.0,0.0,0.0,9859.3
2020-01-24,24.31,55.03763,44.89888,23.4,5.29382,12545.5
2020-01-23,24.63,56.13972,45.66103,23.33,5.28911,12911.4
2020-01-22,24.94,57.01786,46.48205,22.88,5.27242,12335.0
2020-01-21,24.84,58.23116,47.10602,22.78,5.31915,12252.4
2020-01-20,25.1,58.82353,0.0,23.02,0.0,11576.1
2020-01-19,0.0,0.0,0.0,0.0,0.0,7265.9
2020-01-18,0.0,0.0,0.0,0.0,0.0,6540.6
2020-01-17,25.36,58.47083,46.88486,22.98,5.2768,8349.3
2020-01-16,24.76,58.03323,46.69062,22.73,5.24697,8295.8
2020-01-15,24.42,57.35795,46.37928,22.57,5.27648,4716.0
2020-01-14,23.77,57.93729,46.79723,22.53,5.30051,5225.0
2020-01-13,24.06,57.63016,46.62478,22.45,5.29399,8244.8
2020-01-12,0.0,0.0,0.0,0.0,0.0,4455.2
2020-01-11,0.0,0.0,0.0,0.0,0.0,6835.7
2020-01-10,24.12,58.42474,46.88905,22.14,5.29356,7198.6
2020-01-09,24.58,58.86538,47.0869,22.2,5.31517,7618.6
2020-01-08,23.98,58.8595,46.73502,22.23,5.27073,8648.4
2020-01-07,24.45,61.26716,47.72503,22.3,5.25442,8914.8
2020-01-06,24.11,61.55427,47.28004,22.69,5.24118,8188.1
2020-01-05,0.0,0.0,0.0,0.0,0.0,5708.1
2020-01-04,0.0,0.0,0.0,0.0,0.0,4371.7
2020-01-03,24.86,61.40351,47.26996,22.63,5.26987,4560.9
2020-01-02,24.24,59.31065,47.21576,22.7,5.30215,5532.5
2020-01-01,0.0,0.0,0.0,0.0,0.0,4816.5
2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0
