"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-11",99.39796,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.16887,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-01",98.87833,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.5511,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.4908,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.8826,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.2478,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.54,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.7105,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.8072,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.8046,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.7872,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-09",101.6156,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-10",101.5321,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-11",101.4926,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-12",101.6416,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.9603,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-02",102.2573,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-03",102.4656,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-04",102.458,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-05",102.3147,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-06",102.4706,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-07",102.5708,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-08",102.5467,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-09",102.46,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-10",102.4421,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-11",102.5017,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-12",102.7102,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-01",102.722,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-02",102.5184,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-03",102.2834,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-04",102.0474,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.7825,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-06",101.33,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.722,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.7172,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.114,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.2863,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.1874,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.093,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.9728,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.8643,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.8254,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.7909,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.6951,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.5065,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.4357,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.3681,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.3545,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.3987,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.4151,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.4367,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.5145,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.6398,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.751,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.8035,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.9388,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.9842,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.0732,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.9842,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.7797,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.5587,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.27,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-12",99.93256,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.61681,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.47366,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.46258,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.63466,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.89175,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.98235,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.0284,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.8186,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.77071,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.88105,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.2205,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.6,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.7356,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.3442,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.17618,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.49078,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-05",96.66434,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-06",96.81612,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-07",97.35487,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-08",97.58287,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-09",97.38909,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-10",97.02113,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-11",96.91505,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-12",97.36348,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.00573,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.17114,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-03",100.5929,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-04",101.7126,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-05",102.5676,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-06",102.9521,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-07",102.8912,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-08",102.3272,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-09",101.3895,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-10",100.6093,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-11",100.2476,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.74503,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-01",98.71414,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-02",97.23147,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-01",97.63521,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-02",98.15719,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-03",98.65564,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.02534,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.33889,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.63744,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.74533,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.83757,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.75456,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.61548,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.61262,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.1825,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.9827,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.6364,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-03",102.1513,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-04",102.4581,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-05",102.3447,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-06",102.0472,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-07",101.9466,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-08",102.1287,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-09",102.4523,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-10",102.9129,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-11",103.3505,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-12",103.5667,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-01",103.1756,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-02",102.6387,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-03",102.0838,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-04",101.7784,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.5618,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-06",101.3751,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-07",101.2211,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-08",101.3513,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.554,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.8894,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-11",102.1028,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-12",102.0908,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.976,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.9273,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-03",102.1138,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-04",102.4972,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-05",102.9019,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-06",103.1764,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-07",103.3986,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-08",103.4404,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-09",103.3229,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-10",103.2068,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-11",103.125,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-12",103.0346,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-01",102.8984,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.6795,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-03",102.4453,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-04",102.5541,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-05",102.9275,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-06",103.2623,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-07",103.202,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-08",102.7721,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-09",102.2477,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.974,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.8967,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-12",101.8035,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-01",101.9147,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-02",102.2387,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-03",102.5569,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-04",102.5812,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-05",102.7253,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-06",102.7665,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-07",102.4705,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-08",102.064,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-09",101.632,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-10",101.1081,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.706,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.5133,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.5094,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.1799,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.71421,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-04",96.48838,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-05",95.34495,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-06",95.17406,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-07",95.18526,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-08",95.10459,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-09",95.16348,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-10",95.1851,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-11",95.29532,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-12",95.77266,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-01",96.20055,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-02",96.88207,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-03",98.21973,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-04",99.5528,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-05",100.3212,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-06",100.5926,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-07",100.839,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-08",101.0881,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-09",101.1582,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-10",100.954,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-11",100.3646,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2021-12",100.045,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2022-01",100.1771,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2022-02",100.5976,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.41271,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.47398,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.54176,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.65425,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.7261,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.74934,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.73467,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.73565,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.77762,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.88611,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.0642,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.335,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.5906,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.7179,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.7558,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.7416,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.6723,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.6679,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.5919,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.5078,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.4531,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.5262,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.6346,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.6832,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.6283,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.5198,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.4535,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.4625,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.5451,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.5311,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.4304,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.3817,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.4081,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.4709,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.6654,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.8755,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.9598,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.9447,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.941,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.9415,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.941,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.924,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.9409,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.0242,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.1268,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.2651,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.3092,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.2938,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.2943,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.3421,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.3659,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.3105,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.245,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.1986,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.1803,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.1655,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.1639,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.0959,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.9436,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.7619,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.6188,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.6438,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.7563,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.8398,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.8916,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.8194,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.6727,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.458,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.431,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.5553,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.7642,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.9236,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.8764,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.3855,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.29874,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.17233,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.78888,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2020-06",97.96469,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.19894,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.44566,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.65625,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.66751,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.57338,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.60655,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.6881,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2021-02",98.98859,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.4968,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2021-04",99.89677,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2021-05",100.1263,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2021-06",100.211,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2021-07",100.009,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2021-08",99.65437,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2021-09",99.43992,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2021-10",99.27901,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2021-11",99.11015,
"G-7","CCI","AMPLITUD","LTRENDIDX","M","2021-12",98.91695,
