,DE_LU_HYDROSTORAGE,FR_HYDROSTORAGE,IT_NORD_HYDROSTORAGE
2020-08-04,117349.0,11753.0,11986.0
2020-08-05,120159.0,9480.0,9830.0
2020-08-06,139959.0,11179.0,9631.0
2020-08-07,161412.0,14056.0,8485.0
2020-08-08,115325.0,5068.0,3166.0
2020-08-09,73680.0,2100.0,5966.0
2020-08-10,157291.0,15088.0,9804.0
2020-08-11,129669.0,15406.0,9275.0
2020-08-12,121229.0,14099.0,7934.0
2020-08-13,143401.0,13251.0,7886.0
2020-08-14,147911.0,16047.0,8748.0
2020-08-15,83993.0,4964.0,6465.0
2020-08-16,49612.0,4797.0,6986.0
2020-08-17,182619.0,15149.0,10208.0
2020-08-18,142068.0,12435.0,6815.0
2020-08-19,122380.0,7384.0,5179.0
2020-08-20,147280.0,4485.0,6722.0
2020-08-21,124240.0,5157.0,6388.0
2020-08-22,92932.0,6182.0,4863.0
2020-08-23,43837.0,805.0,4188.0
2020-08-24,125546.0,13339.0,15420.0
2020-08-25,93007.0,5360.0,8471.0
2020-08-26,80745.0,10622.0,12508.0
2020-08-27,110926.0,13393.0,18864.0
2020-08-28,118540.0,6626.0,8660.0
2020-08-29,85454.0,1981.0,4368.0
2020-08-30,46341.0,544.0,1741.0
2020-08-31,146910.0,11352.0,20914.0
2020-09-01,107595.0,13795.0,10930.0
2020-09-02,140627.0,14233.0,16479.0
2020-09-03,96621.0,13774.0,10820.0
2020-09-04,148023.0,11288.0,10834.0
2020-09-05,66940.0,2262.0,5960.0
2020-09-06,61013.0,2523.0,6788.0
2020-09-07,107514.0,16076.0,7397.0
2020-09-08,117118.0,12767.0,12279.0
2020-09-09,107875.0,15703.0,15077.0
2020-09-10,126535.0,19738.0,14510.0
2020-09-11,111923.0,8678.0,19258.0
2020-09-12,94053.0,1981.0,2317.0
2020-09-13,57011.0,3968.0,4136.0
2020-09-14,138361.0,15900.0,13818.0
2020-09-15,182733.0,22253.0,13010.0
2020-09-16,82361.0,13457.0,10162.0
2020-09-17,87604.0,7265.0,7489.0
2020-09-18,96089.0,7567.0,4664.0
2020-09-19,75362.0,5149.0,3135.0
2020-09-20,44926.0,2134.0,2706.0
2020-09-21,143127.0,21358.0,13997.0
2020-09-22,154152.0,18852.0,11624.0
2020-09-23,117799.0,11885.0,9370.0
2020-09-24,126325.0,14539.0,6421.0
2020-09-25,130043.0,12357.0,6843.0
2020-09-26,55047.0,2847.0,6544.0
2020-09-27,62169.0,6574.0,8103.0
2020-09-28,153242.0,22453.0,9762.0
2020-09-29,124674.0,23727.0,15783.0
2020-09-30,111100.0,12915.0,6029.0
2020-10-01,149345.0,14330.0,5956.0
2020-10-02,103643.0,12944.0,7502.0
2020-10-03,128991.0,3692.0,7847.0
2020-10-04,73442.0,651.0,7769.0
2020-10-05,132583.0,9752.0,17354.0
2020-10-06,124628.0,8391.0,17638.0
2020-10-07,117436.0,12451.0,14943.0
2020-10-08,78722.0,3423.0,13288.0
2020-10-09,180545.0,21027.0,20466.0
2020-10-10,77836.0,3338.0,9538.0
2020-10-11,69170.0,5349.0,8038.0
2020-10-12,136100.0,21036.0,15829.0
2020-10-13,119401.0,15845.0,11619.0
2020-10-14,114724.0,13526.0,12481.0
2020-10-15,147182.0,18889.0,8905.0
2020-10-16,118108.0,27163.0,10635.0
2020-10-17,89862.0,10661.0,7192.0
2020-10-18,56900.0,4769.0,5678.0
2020-10-19,155604.0,20143.0,11788.0
2020-10-20,128678.0,12985.0,8830.0
2020-10-21,126551.0,6280.0,7103.0
2020-10-22,103273.0,16284.0,7417.0
2020-10-23,146433.0,17413.0,11384.0
2020-10-24,89124.0,3720.0,5178.0
2020-10-25,73777.0,4819.0,6140.0
2020-10-26,139947.0,22680.0,12991.0
2020-10-27,110991.0,22031.0,10672.0
2020-10-28,111665.0,15671.0,13401.0
2020-10-29,107120.0,15938.0,11608.0
2020-10-30,109329.0,20629.0,12626.0
2020-10-31,77693.0,2114.0,7296.0
2020-11-01,69563.0,891.0,4096.0
2020-11-02,135972.0,10435.0,12272.0
2020-11-03,125872.0,11912.0,10522.0
2020-11-04,122945.0,16267.0,9258.0
2020-11-05,97265.0,18286.0,11116.0
2020-11-06,139331.0,18580.0,16234.0
2020-11-07,103243.0,8802.0,8227.0
2020-11-08,83256.0,3378.0,4333.0
2020-11-09,137394.0,19641.0,10060.0
2020-11-10,132522.0,28542.0,13906.0
2020-11-11,135345.0,9620.0,10667.0
2020-11-12,93622.0,18445.0,17427.0
2020-11-13,98714.0,19140.0,10167.0
2020-11-14,63167.0,4526.0,2433.0
2020-11-15,61609.0,1050.0,1694.0
2020-11-16,101720.0,16546.0,10709.0
2020-11-17,94695.0,18730.0,7703.0
2020-11-18,105705.0,18784.0,6914.0
2020-11-19,92428.0,12788.0,6435.0
2020-11-20,128141.0,22000.0,6765.0
2020-11-21,74898.0,5674.0,8887.0
2020-11-22,65035.0,5545.0,2855.0
2020-11-23,113421.0,22749.0,10042.0
2020-11-24,111802.0,9939.0,6838.0
2020-11-25,115852.0,16789.0,9740.0
2020-11-26,131479.0,33509.0,9448.0
2020-11-27,120368.0,31289.0,20432.0
2020-11-28,68004.0,1702.0,4641.0
2020-11-29,75291.0,5332.0,738.0
2020-11-30,118899.0,20212.0,6302.0
2020-12-01,148670.0,19881.0,12297.0
2020-12-02,148183.0,40218.0,21289.0
2020-12-03,107764.0,11057.0,6493.0
2020-12-04,97154.0,15030.0,4632.0
2020-12-05,74923.0,7516.0,2558.0
2020-12-06,63853.0,3420.0,1879.0
2020-12-07,105010.0,23958.0,13058.0
2020-12-08,94514.0,20994.0,10418.0
2020-12-09,136283.0,33708.0,19407.0
2020-12-10,159608.0,34949.0,10270.0
2020-12-11,120264.0,19293.0,1083.0
2020-12-12,100381.0,9012.0,1052.0
2020-12-13,72435.0,3692.0,1596.0
2020-12-14,73332.0,15640.0,7239.0
2020-12-15,134461.0,19265.0,7595.0
2020-12-16,132757.0,17341.0,13866.0
2020-12-17,100147.0,18631.0,11310.0
2020-12-18,102410.0,4083.0,12133.0
2020-12-19,96984.0,5796.0,537.0
2020-12-20,99358.0,7501.0,563.0
2020-12-21,107684.0,16215.0,6189.0
2020-12-22,91414.0,12990.0,5325.0
2020-12-23,137838.0,16614.0,7370.0
2020-12-24,111586.0,7443.0,11833.0
2020-12-25,129872.0,5908.0,4894.0
2020-12-26,69461.0,4348.0,1623.0
2020-12-27,40645.0,3953.0,1575.0
2020-12-28,138561.0,18862.0,4187.0
2020-12-29,106022.0,14507.0,6742.0
2020-12-30,120987.0,13545.0,10635.0
2020-12-31,115056.0,9405.0,3633.0
2021-01-01,66157.0,5223.0,1421.0
2021-01-02,100007.0,13703.0,6586.0
2021-01-03,85762.0,9223.0,2983.0
2021-01-04,145919.0,17082.0,12405.0
2021-01-05,145406.0,30770.0,7515.0
2021-01-06,85314.0,26286.0,3229.0
2021-01-07,161785.0,27105.0,8085.0
2021-01-08,162961.0,30657.0,8092.0
2021-01-09,112653.0,8121.0,2819.0
2021-01-10,73377.0,3384.0,2565.0
2021-01-11,126006.0,33697.0,8925.0
2021-01-12,140520.0,19166.0,6395.0
2021-01-13,73701.0,20698.0,11757.0
2021-01-14,144738.0,16422.0,10206.0
2021-01-15,168742.0,36125.0,9556.0
2021-01-16,54470.0,6392.0,5285.0
2021-01-17,79532.0,4099.0,2952.0
2021-01-18,109061.0,25538.0,5064.0
2021-01-19,117254.0,21199.0,7025.0
2021-01-20,100996.0,7134.0,2319.0
2021-01-21,109236.0,4571.0,4344.0
2021-01-22,118502.0,12973.0,12371.0
2021-01-23,87126.0,5046.0,3542.0
2021-01-24,69646.0,7314.0,4585.0
2021-01-25,141154.0,40703.0,5083.0
2021-01-26,141070.0,32400.0,6166.0
2021-01-27,124724.0,20114.0,4751.0
2021-01-28,124814.0,8725.0,4857.0
2021-01-29,92484.0,4222.0,8852.0
2021-01-30,144465.0,14262.0,1335.0
2021-01-31,62572.0,7632.0,1794.0
2021-02-01,162126.0,19153.0,6994.0
2021-02-02,119041.0,5765.0,3649.0
2021-02-03,133019.0,8281.0,2165.0
2021-02-04,135482.0,23173.0,6495.0
2021-02-05,125358.0,13254.0,12674.0
2021-02-06,69876.0,2480.0,2057.0
2021-02-07,83445.0,3630.0,524.0
2021-02-08,137230.0,22752.0,8965.0
2021-02-09,155359.0,30021.0,10629.0
2021-02-10,155156.0,33020.0,11197.0
2021-02-11,122838.0,35267.0,19259.0
2021-02-12,100849.0,24249.0,6043.0
2021-02-13,99964.0,7605.0,5124.0
2021-02-14,45382.0,4808.0,1065.0
2021-02-15,139095.0,20621.0,11004.0
2021-02-16,113846.0,16321.0,8669.0
2021-02-17,79426.0,10816.0,13194.0
2021-02-18,96178.0,10945.0,6967.0
2021-02-19,142421.0,16317.0,8104.0
2021-02-20,50709.0,963.0,3415.0
2021-02-21,80435.0,8467.0,645.0
2021-02-22,95149.0,17677.0,6340.0
2021-02-23,100652.0,9360.0,8139.0
2021-02-24,125538.0,9939.0,8575.0
2021-02-25,127487.0,11249.0,11976.0
2021-02-26,94858.0,13098.0,8770.0
2021-02-27,67122.0,11156.0,4247.0
2021-02-28,57098.0,6261.0,1083.0
2021-03-01,142121.0,21440.0,11350.0
2021-03-02,133519.0,26563.0,6424.0
2021-03-03,129577.0,21551.0,6420.0
2021-03-04,133210.0,16938.0,4803.0
2021-03-05,102279.0,15474.0,3582.0
2021-03-06,87167.0,7638.0,5194.0
2021-03-07,45682.0,6075.0,1099.0
2021-03-08,131618.0,24905.0,8109.0
2021-03-09,113928.0,23535.0,7793.0
2021-03-10,93390.0,11506.0,3961.0
2021-03-11,117609.0,9202.0,9385.0
2021-03-12,132315.0,14989.0,7239.0
2021-03-13,66850.0,2548.0,4104.0
2021-03-14,91942.0,6855.0,1287.0
2021-03-15,108616.0,22807.0,6737.0
2021-03-16,122360.0,18209.0,8177.0
2021-03-17,105960.0,20249.0,5952.0
2021-03-18,108823.0,32475.0,6715.0
2021-03-19,133907.0,21972.0,5434.0
2021-03-20,76900.0,7341.0,1323.0
2021-03-21,31346.0,3839.0,3256.0
2021-03-22,129207.0,20759.0,6909.0
2021-03-23,92688.0,18288.0,6521.0
2021-03-24,105119.0,12016.0,11493.0
2021-03-25,110168.0,20629.0,9750.0
2021-03-26,118745.0,13429.0,6606.0
2021-03-27,108129.0,15134.0,2443.0
2021-03-28,79705.0,5893.0,927.0
2021-03-29,135114.0,16652.0,6021.0
2021-03-30,142270.0,19805.0,8265.0
2021-03-31,136289.0,19431.0,6596.0
2021-04-01,122975.0,11581.0,8521.0
2021-04-02,101332.0,7588.0,10628.0
2021-04-03,120939.0,10548.0,11564.0
2021-04-04,128999.0,10892.0,4371.0
2021-04-05,65489.0,4736.0,5320.0
2021-04-06,181160.0,24641.0,7457.0
2021-04-07,117493.0,20845.0,10399.0
2021-04-08,155641.0,18419.0,8146.0
2021-04-09,125756.0,16902.0,6758.0
2021-04-10,81698.0,6520.0,5139.0
2021-04-11,57140.0,6658.0,3104.0
2021-04-12,108676.0,17775.0,13072.0
2021-04-13,68571.0,12584.0,8952.0
2021-04-14,102773.0,10165.0,7736.0
2021-04-15,68086.0,11818.0,8110.0
2021-04-16,81409.0,10580.0,5902.0
2021-04-17,67841.0,5604.0,4849.0
2021-04-18,53246.0,4142.0,3966.0
2021-04-19,113555.0,13429.0,11036.0
2021-04-20,80416.0,13938.0,10929.0
2021-04-21,76248.0,6593.0,12000.0
2021-04-22,86175.0,7509.0,4221.0
2021-04-23,112534.0,6764.0,3320.0
2021-04-24,82780.0,2558.0,7066.0
2021-04-25,46684.0,331.0,7397.0
2021-04-26,104218.0,9577.0,10358.0
2021-04-27,103800.0,11280.0,10251.0
2021-04-28,98641.0,12442.0,8023.0
2021-04-29,83613.0,14858.0,7706.0
2021-04-30,131989.0,9825.0,8741.0
2021-05-01,71999.0,2826.0,1103.0
2021-05-02,37001.0,5510.0,4700.0
2021-05-03,96227.0,10356.0,10316.0
2021-05-04,90583.0,6451.0,8738.0
2021-05-05,104146.0,10419.0,10651.0
2021-05-06,107379.0,13399.0,7176.0
2021-05-07,110664.0,9470.0,9070.0
2021-05-08,92323.0,4097.0,2287.0
2021-05-09,34596.0,3023.0,3541.0
2021-05-10,102934.0,13261.0,12563.0
2021-05-11,97410.0,11338.0,15219.0
2021-05-12,90103.0,11908.0,7176.0
2021-05-13,82028.0,6502.0,11387.0
2021-05-14,85233.0,13960.0,21364.0
2021-05-15,76517.0,5275.0,2158.0
2021-05-16,49063.0,1892.0,6984.0
2021-05-17,103480.0,12018.0,12308.0
2021-05-18,105281.0,14322.0,16833.0
2021-05-19,83532.0,15209.0,18292.0
2021-05-20,104873.0,14923.0,13466.0
2021-05-21,94964.0,11873.0,11994.0
2021-05-22,77901.0,5624.0,8938.0
2021-05-23,82804.0,8261.0,2235.0
2021-05-24,91438.0,6471.0,11570.0
2021-05-25,120332.0,10088.0,8450.0
2021-05-26,99148.0,16502.0,11939.0
2021-05-27,91979.0,15994.0,8674.0
2021-05-28,77375.0,17444.0,8360.0
2021-05-29,71568.0,5174.0,5065.0
2021-05-30,45223.0,5004.0,4161.0
2021-05-31,110419.0,12132.0,9652.0
2021-06-01,111885.0,8953.0,9853.0
2021-06-02,89235.0,9792.0,9913.0
2021-06-03,99493.0,11303.0,11186.0
2021-06-04,128518.0,15422.0,13585.0
2021-06-05,86228.0,2510.0,8321.0
2021-06-06,41337.0,4542.0,7965.0
2021-06-07,118152.0,13031.0,14231.0
2021-06-08,103913.0,17382.0,18828.0
2021-06-09,97849.0,15366.0,15777.0
2021-06-10,97203.0,12042.0,18354.0
2021-06-11,120289.0,7721.0,15148.0
2021-06-12,86371.0,0.0,10349.0
2021-06-13,77752.0,4916.0,12127.0
2021-06-14,122666.0,18243.0,19598.0
2021-06-15,110691.0,15314.0,11985.0
2021-06-16,98114.0,14807.0,21526.0
2021-06-17,106614.0,14648.0,19816.0
2021-06-18,125921.0,18763.0,9494.0
2021-06-19,96076.0,3183.0,11942.0
2021-06-20,90455.0,1198.0,10140.0
2021-06-21,82030.0,11213.0,13350.0
2021-06-22,95892.0,13768.0,16070.0
2021-06-23,100353.0,14103.0,17817.0
2021-06-24,118686.0,17408.0,15571.0
2021-06-25,77550.0,13304.0,12947.0
2021-06-26,68216.0,8293.0,12192.0
2021-06-27,66974.0,4423.0,9358.0
2021-06-28,103189.0,9555.0,13379.0
2021-06-29,117994.0,14621.0,14483.0
2021-06-30,90588.0,16777.0,5193.0
2021-07-01,77380.0,16009.0,8114.0
2021-07-02,77038.0,11358.0,10737.0
2021-07-03,57284.0,8362.0,8129.0
2021-07-04,43296.0,7032.0,4075.0
2021-07-05,119171.0,10652.0,7538.0
2021-07-06,43366.0,5363.0,14204.0
2021-07-07,88276.0,10303.0,16526.0
2021-07-08,138699.0,10395.0,8877.0
2021-07-09,80822.0,13098.0,11001.0
2021-07-10,65709.0,7305.0,9765.0
2021-07-11,61080.0,3960.0,5159.0
2021-07-12,79650.0,9772.0,14756.0
2021-07-13,84939.0,12608.0,11391.0
2021-07-14,128628.0,1597.0,7575.0
2021-07-15,75149.0,9709.0,10152.0
2021-07-16,93979.0,11078.0,10510.0
2021-07-17,111328.0,2513.0,5183.0
2021-07-18,76197.0,3594.0,4590.0
2021-07-19,105274.0,11682.0,12324.0
2021-07-20,89803.0,7475.0,15920.0
2021-07-21,85151.0,10106.0,9020.0
2021-07-22,89063.0,13702.0,7143.0
2021-07-23,82253.0,10392.0,11295.0
2021-07-24,64348.0,3375.0,5007.0
2021-07-25,37932.0,4338.0,2193.0
2021-07-26,90624.0,9713.0,14375.0
2021-07-27,84079.0,12139.0,19501.0
2021-07-28,70340.0,5608.0,17840.0
2021-07-29,85704.0,3812.0,13720.0
2021-07-30,112523.0,4271.0,14982.0
2021-07-31,50617.0,8466.0,8448.0
2021-08-01,42431.0,7179.0,3264.0
2021-08-02,100445.0,11599.0,10816.0
2021-08-03,89757.0,11907.0,18693.0
2021-08-04,103103.0,14199.0,10810.0
2021-08-05,72241.0,10352.0,11905.0
2021-08-06,95021.0,10863.0,8683.0
2021-08-07,88108.0,5127.0,6287.0
2021-08-08,51544.0,3050.0,5262.0
2021-08-09,99267.0,11551.0,14128.0
2021-08-10,115965.0,10034.0,13728.0
2021-08-11,95798.0,13650.0,16618.0
2021-08-12,77706.0,13621.0,13987.0
2021-08-13,88718.0,13657.0,8993.0
2021-08-14,86873.0,8042.0,11012.0
2021-08-15,45156.0,3769.0,10488.0
2021-08-16,67119.0,6812.0,12202.0
2021-08-17,76648.0,6200.0,8621.0
2021-08-18,72692.0,6006.0,10446.0
2021-08-19,80737.0,9234.0,5466.0
2021-08-20,115057.0,13378.0,6536.0
2021-08-21,70669.0,6752.0,3865.0
2021-08-22,57458.0,1972.0,3626.0
2021-08-23,84958.0,11566.0,12586.0
2021-08-24,103008.0,8085.0,11449.0
2021-08-25,76860.0,10069.0,13077.0
2021-08-26,101767.0,10516.0,8454.0
2021-08-27,92945.0,12136.0,5085.0
2021-08-28,62005.0,6849.0,4521.0
2021-08-29,46954.0,6510.0,3919.0
2021-08-30,111228.0,12510.0,10554.0
2021-08-31,81644.0,9946.0,8540.0
2021-09-01,96378.0,8749.0,7384.0
2021-09-02,106636.0,10897.0,12335.0
2021-09-03,106495.0,11171.0,11420.0
2021-09-04,76914.0,7557.0,5141.0
2021-09-05,47275.0,5482.0,6181.0
2021-09-06,128748.0,9356.0,9630.0
2021-09-07,125831.0,7195.0,9874.0
2021-09-08,94902.0,8207.0,7409.0
2021-09-09,119844.0,8950.0,11296.0
2021-09-10,102247.0,10264.0,9559.0
2021-09-11,55123.0,7023.0,3848.0
2021-09-12,42890.0,2950.0,4104.0
2021-09-13,142348.0,18823.0,12521.0
2021-09-14,113566.0,20832.0,12630.0
2021-09-15,86884.0,12935.0,15390.0
2021-09-16,92647.0,5598.0,5523.0
2021-09-17,89508.0,8004.0,6945.0
2021-09-18,57859.0,905.0,5049.0
2021-09-19,60536.0,3367.0,4559.0
2021-09-20,104732.0,11312.0,11796.0
2021-09-21,90104.0,7522.0,7677.0
2021-09-22,118869.0,10662.0,11011.0
2021-09-23,73820.0,7582.0,11077.0
2021-09-24,126610.0,8168.0,8330.0
2021-09-25,109461.0,7717.0,6555.0
2021-09-26,55124.0,5704.0,4760.0
2021-09-27,99198.0,10446.0,10007.0
2021-09-28,130445.0,19313.0,12515.0
2021-09-29,91486.0,9807.0,15593.0
2021-09-30,118284.0,13570.0,10987.0
2021-10-01,120326.0,10991.0,8235.0
2021-10-02,85279.0,1942.0,4311.0
2021-10-03,52947.0,267.0,3522.0
2021-10-04,138265.0,9969.0,8256.0
2021-10-05,107173.0,8652.0,7856.0
2021-10-06,66078.0,11768.0,7663.0
2021-10-07,92125.0,20913.0,11872.0
2021-10-08,93877.0,16762.0,11187.0
2021-10-09,70306.0,1248.0,7214.0
2021-10-10,85383.0,3544.0,5165.0
2021-10-11,87000.0,16064.0,13251.0
2021-10-12,74863.0,14825.0,10424.0
2021-10-13,62689.0,14399.0,5680.0
2021-10-14,63318.0,11643.0,11434.0
2021-10-15,92092.0,12276.0,8868.0
2021-10-16,89530.0,3361.0,8206.0
2021-10-17,80282.0,3306.0,5457.0
2021-10-18,126180.0,21231.0,9898.0
2021-10-19,98855.0,15471.0,10269.0
2021-10-20,108553.0,9787.0,5364.0
2021-10-21,133040.0,11424.0,7471.0
2021-10-22,97483.0,22952.0,12726.0
2021-10-23,132016.0,10388.0,4561.0
2021-10-24,68210.0,6086.0,5144.0
2021-10-25,136287.0,22838.0,9392.0
2021-10-26,142455.0,14884.0,10898.0
2021-10-27,140267.0,16683.0,6685.0
2021-10-28,112371.0,15262.0,5304.0
2021-10-29,128946.0,12335.0,6570.0
2021-10-30,96355.0,7586.0,2755.0
2021-10-31,41979.0,0.0,2335.0
2021-11-01,97913.0,6111.0,3987.0
2021-11-02,138378.0,16202.0,12648.0
2021-11-03,142632.0,22397.0,7857.0
2021-11-04,90549.0,17061.0,6974.0
2021-11-05,128308.0,22465.0,9964.0
2021-11-06,81943.0,8188.0,9996.0
2021-11-07,37678.0,4342.0,4466.0
2021-11-08,136713.0,23251.0,10960.0
2021-11-09,80455.0,15932.0,5416.0
2021-11-10,143839.0,33686.0,12598.0
2021-11-11,111375.0,16250.0,5931.0
2021-11-12,98335.0,9473.0,7302.0
2021-11-13,115430.0,11037.0,2083.0
2021-11-14,53216.0,1003.0,4170.0
2021-11-15,153599.0,33542.0,10410.0
2021-11-16,145575.0,32082.0,20869.0
2021-11-17,112951.0,18300.0,13949.0
2021-11-18,95350.0,10475.0,4801.0
2021-11-19,136305.0,14544.0,4482.0
2021-11-20,90139.0,5519.0,1429.0
2021-11-21,89743.0,887.0,2395.0
2021-11-22,107387.0,11754.0,10804.0
2021-11-23,138820.0,15579.0,13165.0
2021-11-24,146717.0,31251.0,14199.0
2021-11-25,143493.0,25079.0,16167.0
2021-11-26,99093.0,10548.0,4385.0
2021-11-27,90854.0,5594.0,7354.0
2021-11-28,86564.0,10487.0,6391.0
2021-11-29,164926.0,38725.0,20220.0
2021-11-30,130503.0,18944.0,2092.0
2021-12-01,60747.0,15403.0,6164.0
2021-12-02,164998.0,24102.0,9405.0
2021-12-03,88460.0,20137.0,5303.0
2021-12-04,121250.0,516.0,1304.0
2021-12-05,78166.0,5356.0,4740.0
2021-12-06,126311.0,29466.0,9362.0
2021-12-07,110633.0,13010.0,4307.0
2021-12-08,91201.0,11989.0,9576.0
2021-12-09,146947.0,31687.0,9125.0
2021-12-10,128790.0,15836.0,8977.0
2021-12-11,70476.0,11307.0,5201.0
2021-12-12,73051.0,4646.0,4369.0
2021-12-13,142354.0,23919.0,7997.0
2021-12-14,149821.0,23895.0,11356.0
2021-12-15,105607.0,20755.0,5522.0
2021-12-16,116716.0,21774.0,10447.0
2021-12-17,123388.0,17290.0,7136.0
2021-12-18,69305.0,1766.0,4869.0
2021-12-19,36459.0,11260.0,2278.0
2021-12-20,131649.0,32246.0,14425.0
2021-12-21,137490.0,41977.0,14942.0
2021-12-22,132662.0,25289.0,7789.0
2021-12-23,124699.0,7045.0,5164.0
2021-12-24,60357.0,6166.0,5308.0
2021-12-25,119887.0,4413.0,5146.0
2021-12-26,76918.0,7238.0,6217.0
2021-12-27,134469.0,22908.0,2008.0
2021-12-28,107815.0,11507.0,3527.0
2021-12-29,143948.0,26193.0,4361.0
2021-12-30,124921.0,16340.0,8398.0
2021-12-31,108425.0,17150.0,6905.0
2022-01-01,117436.0,11427.0,7056.0
2022-01-02,68554.0,1928.0,5210.0
2022-01-03,112219.0,25191.0,1397.0
2022-01-04,154395.0,22639.0,4982.0
2022-01-05,64902.0,17701.0,5566.0
2022-01-06,151087.0,16592.0,6096.0
2022-01-07,129565.0,24391.0,2926.0
2022-01-08,77382.0,2329.0,1565.0
2022-01-09,80978.0,4442.0,5761.0
2022-01-10,161909.0,34838.0,4644.0
2022-01-11,122419.0,13096.0,6391.0
2022-01-12,154166.0,20657.0,5330.0
2022-01-13,120148.0,15444.0,2222.0
2022-01-14,108020.0,29243.0,3978.0
2022-01-15,97945.0,9623.0,3068.0
2022-01-16,56175.0,8533.0,1719.0
2022-01-17,97759.0,17600.0,5455.0
2022-01-18,165410.0,21503.0,5185.0
2022-01-19,89565.0,16671.0,5244.0
2022-01-20,120278.0,20646.0,4889.0
2022-01-21,134598.0,10592.0,5418.0
2022-01-22,102095.0,5450.0,2617.0
2022-01-23,65759.0,5121.0,3383.0
2022-01-24,154340.0,27091.0,10685.0
2022-01-25,159468.0,35843.0,14382.0
2022-01-26,125045.0,29027.0,9373.0
2022-01-27,93851.0,23603.0,3952.0
2022-01-28,134679.0,16602.0,3149.0
2022-01-29,72054.0,3813.0,2014.0
2022-01-30,83106.0,4363.0,5448.0
2022-01-31,165771.0,8444.0,4983.0
2022-02-01,83083.0,8021.0,4479.0
2022-02-02,98059.0,14877.0,3968.0
2022-02-03,107253.0,17871.0,2873.0
2022-02-04,71914.0,16122.0,5478.0
2022-02-05,83860.0,10577.0,2926.0
2022-02-06,107838.0,569.0,6430.0
2022-02-07,113617.0,16726.0,8623.0
2022-02-08,74246.0,15327.0,6085.0
2022-02-09,97240.0,23390.0,6433.0
2022-02-10,88173.0,14831.0,5190.0
2022-02-11,106165.0,20150.0,5693.0
2022-02-12,73811.0,7949.0,3779.0
2022-02-13,69396.0,715.0,4180.0
2022-02-14,108988.0,14053.0,8050.0
2022-02-15,119645.0,21212.0,7342.0
2022-02-16,101136.0,11722.0,3481.0
2022-02-17,98568.0,17492.0,2110.0
2022-02-18,155978.0,17173.0,5987.0
2022-02-19,128244.0,11770.0,7416.0
2022-02-20,57394.0,2145.0,5078.0
2022-02-21,143341.0,18927.0,3934.0
2022-02-22,118464.0,14281.0,5671.0
2022-02-23,160758.0,13231.0,8729.0
2022-02-24,88762.0,11338.0,8612.0
2022-02-25,94711.0,17813.0,6100.0
2022-02-26,142242.0,12329.0,6713.0
2022-02-27,66204.0,7286.0,1749.0
2022-02-28,143452.0,23788.0,8467.0
2022-03-01,124352.0,22008.0,9530.0
2022-03-02,120762.0,30167.0,4905.0
2022-03-03,118197.0,23840.0,9864.0
2022-03-04,91840.0,16787.0,12751.0
2022-03-05,93975.0,5121.0,8256.0
2022-03-06,55579.0,7106.0,7501.0
2022-03-07,148732.0,27039.0,14922.0
2022-03-08,115658.0,24412.0,1634.0
