,DE_LU_NUC,FR_NUC,ES_NUC
2020-08-04,605209.0,749317.0,167392.0
2020-08-05,717278.0,748954.0,167327.0
2020-08-06,747638.0,736463.0,167234.0
2020-08-07,747740.0,749907.0,167185.0
2020-08-08,742775.0,741361.0,167064.0
2020-08-09,740297.0,755024.0,166889.0
2020-08-10,743377.0,757701.0,166995.0
2020-08-11,740092.0,780603.0,167016.0
2020-08-12,731173.0,774564.0,167275.0
2020-08-13,743264.0,788552.0,167044.0
2020-08-14,746933.0,778834.0,167098.0
2020-08-15,747423.0,709438.0,167058.0
2020-08-16,743103.0,722478.0,167392.0
2020-08-17,748298.0,742054.0,166843.0
2020-08-18,747716.0,760344.0,167181.0
2020-08-19,749857.0,768246.0,167178.0
2020-08-20,743944.0,766535.0,166737.0
2020-08-21,727368.0,761674.0,161943.0
2020-08-22,740137.0,697398.0,160237.0
2020-08-23,711137.0,672623.0,166958.0
2020-08-24,755390.0,741907.0,167206.0
2020-08-25,743607.0,704905.0,167011.0
2020-08-26,677031.0,708840.0,166807.0
2020-08-27,755491.0,715817.0,166056.0
2020-08-28,753680.0,712934.0,166410.0
2020-08-29,757349.0,681150.0,167198.0
2020-08-30,756245.0,676938.0,167722.0
2020-08-31,759445.0,696720.0,166866.0
2020-09-01,760015.0,679344.0,156040.0
2020-09-02,761360.0,685476.0,141202.0
2020-09-03,757821.0,696491.0,152385.0
2020-09-04,752820.0,687934.0,161675.0
2020-09-05,754437.0,670058.0,141418.0
2020-09-06,759785.0,651217.0,143533.0
2020-09-07,760381.0,693995.0,144100.0
2020-09-08,758016.0,715477.0,160198.0
2020-09-09,754450.0,707158.0,167658.0
2020-09-10,758274.0,703585.0,167661.0
2020-09-11,757004.0,703075.0,167625.0
2020-09-12,735842.0,686365.0,167383.0
2020-09-13,729500.0,706197.0,167337.0
2020-09-14,752156.0,694564.0,167265.0
2020-09-15,750874.0,695547.0,167263.0
2020-09-16,745973.0,704196.0,167312.0
2020-09-17,752789.0,655436.0,167154.0
2020-09-18,756429.0,704667.0,167483.0
2020-09-19,639914.0,696279.0,167410.0
2020-09-20,634149.0,690839.0,167877.0
2020-09-21,634399.0,753558.0,168053.0
2020-09-22,631851.0,751643.0,167659.0
2020-09-23,631275.0,758082.0,167631.0
2020-09-24,623870.0,759463.0,167110.0
2020-09-25,623202.0,765494.0,167719.0
2020-09-26,640360.0,737485.0,167945.0
2020-09-27,637634.0,741913.0,168169.0
2020-09-28,640635.0,820653.0,168126.0
2020-09-29,638872.0,848500.0,167833.0
2020-09-30,637026.0,846650.0,166863.0
2020-10-01,636565.0,847382.0,160601.0
2020-10-02,632079.0,832472.0,156838.0
2020-10-03,630182.0,767976.0,145396.0
2020-10-04,592694.0,728680.0,135840.0
2020-10-05,635473.0,844555.0,142509.0
2020-10-06,635053.0,865625.0,145510.0
2020-10-07,637666.0,883960.0,145382.0
2020-10-08,627551.0,889809.0,145417.0
2020-10-09,635845.0,896601.0,145018.0
2020-10-10,639215.0,884853.0,145185.0
2020-10-11,641876.0,890988.0,145445.0
2020-10-12,642205.0,919059.0,145622.0
2020-10-13,643710.0,938030.0,145644.0
2020-10-14,642166.0,944329.0,145680.0
2020-10-15,642441.0,956360.0,145756.0
2020-10-16,643192.0,964714.0,145815.0
2020-10-17,641627.0,965876.0,145594.0
2020-10-18,640060.0,961421.0,145727.0
2020-10-19,643200.0,961607.0,145709.0
2020-10-20,641606.0,930982.0,145706.0
2020-10-21,619028.0,926176.0,145684.0
2020-10-22,623922.0,917989.0,145725.0
2020-10-23,714773.0,918461.0,145667.0
2020-10-24,753270.0,880423.0,145670.0
2020-10-25,710458.0,804475.0,145644.0
2020-10-26,764846.0,967254.0,145763.0
2020-10-27,765752.0,960990.0,145942.0
2020-10-28,757752.0,956110.0,145971.0
2020-10-29,755032.0,954462.0,145905.0
2020-10-30,681385.0,966716.0,145828.0
2020-10-31,643706.0,937144.0,145787.0
2020-11-01,625443.0,883403.0,145777.0
2020-11-02,579278.0,916660.0,145686.0
2020-11-03,623949.0,1013925.0,145624.0
2020-11-04,637855.0,1023305.0,145593.0
2020-11-05,643508.0,1017924.0,145719.0
2020-11-06,651870.0,1001287.0,145696.0
2020-11-07,653419.0,1021559.0,145779.0
2020-11-08,653611.0,1031890.0,145826.0
2020-11-09,654587.0,1068303.0,145725.0
2020-11-10,655731.0,1077282.0,145776.0
2020-11-11,653466.0,1056387.0,145781.0
2020-11-12,651374.0,1053903.0,145801.0
2020-11-13,651286.0,1068934.0,145748.0
2020-11-14,642100.0,1003371.0,145745.0
2020-11-15,601919.0,900672.0,145689.0
2020-11-16,618699.0,1024331.0,145458.0
2020-11-17,619874.0,1069801.0,145030.0
2020-11-18,621825.0,1062032.0,150674.0
2020-11-19,610234.0,1056834.0,159126.0
2020-11-20,646235.0,1055656.0,164567.0
2020-11-21,600893.0,1098049.0,170071.0
2020-11-22,603341.0,1086012.0,170275.0
2020-11-23,631517.0,1111132.0,170312.0
2020-11-24,610841.0,1124316.0,170447.0
2020-11-25,626596.0,1114017.0,170222.0
2020-11-26,653724.0,1039876.0,169610.0
2020-11-27,657680.0,1109040.0,170151.0
2020-11-28,658270.0,1095307.0,169891.0
2020-11-29,678849.0,1091562.0,170175.0
2020-11-30,711903.0,1129393.0,169841.0
2020-12-01,735880.0,1116870.0,168988.0
2020-12-02,761630.0,1105065.0,167473.0
2020-12-03,726514.0,1087314.0,170366.0
2020-12-04,716662.0,1066265.0,170680.0
2020-12-05,779580.0,1061183.0,170858.0
2020-12-06,761018.0,1073966.0,170759.0
2020-12-07,745551.0,1025156.0,161154.0
2020-12-08,782864.0,1081416.0,167520.0
2020-12-09,783217.0,1107814.0,170698.0
2020-12-10,782940.0,1089494.0,171061.0
2020-12-11,756530.0,1071474.0,171081.0
2020-12-12,766099.0,1084068.0,171193.0
2020-12-13,779493.0,1089387.0,171211.0
2020-12-14,743107.0,1071817.0,171168.0
2020-12-15,764635.0,1109827.0,170794.0
2020-12-16,774888.0,1092007.0,171118.0
2020-12-17,733442.0,981891.0,170604.0
2020-12-18,751741.0,1132646.0,170234.0
2020-12-19,744737.0,1087064.0,170600.0
2020-12-20,765182.0,1122046.0,170529.0
2020-12-21,761092.0,1139837.0,170561.0
2020-12-22,715565.0,1135014.0,170549.0
2020-12-23,771795.0,1171349.0,170621.0
2020-12-24,752582.0,1140500.0,170596.0
2020-12-25,778651.0,1129757.0,170616.0
2020-12-26,750297.0,1139881.0,170636.0
2020-12-27,651010.0,1061293.0,170659.0
2020-12-28,775742.0,1135139.0,170679.0
2020-12-29,732436.0,1182612.0,170725.0
2020-12-30,753642.0,1188741.0,170765.0
2020-12-31,768073.0,1191670.0,170812.0
2021-01-01,782459.0,1199777.0,170802.0
2021-01-02,780403.0,1219277.0,170817.0
2021-01-03,728566.0,1162829.0,170840.0
2021-01-04,726541.0,1229075.0,170810.0
2021-01-05,750363.0,1228123.0,170910.0
2021-01-06,780335.0,1236977.0,170900.0
2021-01-07,783606.0,1241080.0,170917.0
2021-01-08,782771.0,1240320.0,170944.0
2021-01-09,774475.0,1237733.0,160771.0
2021-01-10,764693.0,1236931.0,167769.0
2021-01-11,736115.0,1240920.0,170778.0
2021-01-12,735243.0,1220349.0,170774.0
2021-01-13,724587.0,1198996.0,170765.0
2021-01-14,779289.0,1219388.0,170809.0
2021-01-15,785901.0,1226980.0,170887.0
2021-01-16,782580.0,1183867.0,170911.0
2021-01-17,782621.0,1197095.0,170865.0
2021-01-18,773303.0,1201943.0,170925.0
2021-01-19,764149.0,1151179.0,170337.0
2021-01-20,718147.0,1161536.0,170163.0
2021-01-21,722818.0,1135241.0,170838.0
2021-01-22,728284.0,1160688.0,170717.0
2021-01-23,776908.0,1194699.0,170803.0
2021-01-24,765264.0,1213918.0,170782.0
2021-01-25,781059.0,1186849.0,170725.0
2021-01-26,782987.0,1186596.0,170739.0
2021-01-27,783225.0,1197516.0,170616.0
2021-01-28,781192.0,1158081.0,170591.0
2021-01-29,775927.0,1109030.0,170374.0
2021-01-30,783395.0,1093914.0,131919.0
2021-01-31,784410.0,1130060.0,122612.0
2021-02-01,782729.0,1170076.0,128651.0
2021-02-02,779863.0,1157608.0,168863.0
2021-02-03,773833.0,1151048.0,170556.0
2021-02-04,710147.0,1181704.0,170638.0
2021-02-05,729544.0,1181237.0,170629.0
2021-02-06,745313.0,1124739.0,170671.0
2021-02-07,705726.0,1093209.0,170598.0
2021-02-08,755219.0,1131354.0,158097.0
2021-02-09,778549.0,1151841.0,148308.0
2021-02-10,784335.0,1142279.0,160425.0
2021-02-11,784336.0,1149189.0,170530.0
2021-02-12,784583.0,1138268.0,170624.0
2021-02-13,785422.0,1097500.0,170612.0
2021-02-14,781433.0,1075243.0,170604.0
2021-02-15,759494.0,1066890.0,170617.0
2021-02-16,768880.0,1071567.0,161280.0
2021-02-17,773642.0,1061376.0,146825.0
2021-02-18,758690.0,1053437.0,146815.0
2021-02-19,732888.0,1041327.0,146286.0
2021-02-20,758291.0,983992.0,115929.0
2021-02-21,762860.0,967458.0,115341.0
2021-02-22,775408.0,1021541.0,138705.0
2021-02-23,769736.0,1005808.0,146864.0
2021-02-24,746909.0,1016882.0,146918.0
2021-02-25,760299.0,1036699.0,146885.0
2021-02-26,771935.0,1032740.0,146930.0
2021-02-27,778935.0,978140.0,160902.0
2021-02-28,774988.0,936256.0,170595.0
2021-03-01,779255.0,942296.0,170620.0
2021-03-02,778110.0,961741.0,170606.0
2021-03-03,777674.0,996227.0,170587.0
2021-03-04,777475.0,1020108.0,170722.0
2021-03-05,781026.0,1013386.0,170768.0
2021-03-06,765821.0,1021516.0,170722.0
2021-03-07,767256.0,1041513.0,170745.0
2021-03-08,782803.0,1046623.0,170760.0
2021-03-09,782728.0,1043516.0,170751.0
2021-03-10,769055.0,1044676.0,170732.0
2021-03-11,728862.0,1030503.0,170592.0
2021-03-12,727993.0,1040397.0,170557.0
2021-03-13,644546.0,984818.0,161323.0
2021-03-14,739210.0,1014176.0,139463.0
2021-03-15,757240.0,1066339.0,145204.0
2021-03-16,775444.0,1072110.0,146204.0
2021-03-17,782188.0,1070697.0,146235.0
2021-03-18,783368.0,1083069.0,146414.0
2021-03-19,765816.0,1079942.0,146420.0
2021-03-20,641588.0,1033600.0,146411.0
2021-03-21,611292.0,1005554.0,146408.0
2021-03-22,649225.0,1056358.0,146344.0
2021-03-23,648559.0,1064189.0,146335.0
2021-03-24,639736.0,1064494.0,146248.0
2021-03-25,647818.0,1053348.0,146310.0
2021-03-26,634513.0,1045938.0,146049.0
2021-03-27,587369.0,922373.0,146286.0
2021-03-28,589487.0,888182.0,146303.0
2021-03-29,631272.0,951785.0,146264.0
2021-03-30,641247.0,980687.0,146266.0
2021-03-31,641234.0,970558.0,146064.0
2021-04-01,634516.0,955782.0,145928.0
2021-04-02,623942.0,953853.0,145918.0
2021-04-03,640176.0,928595.0,145887.0
2021-04-04,633019.0,888158.0,146033.0
2021-04-05,570171.0,861576.0,145973.0
2021-04-06,631790.0,923934.0,145926.0
2021-04-07,636236.0,933747.0,146141.0
2021-04-08,637195.0,890898.0,146092.0
2021-04-09,636360.0,914444.0,146134.0
2021-04-10,637927.0,883241.0,146112.0
2021-04-11,621599.0,887705.0,146020.0
2021-04-12,621160.0,901608.0,146143.0
2021-04-13,621188.0,892108.0,146050.0
2021-04-14,625688.0,909548.0,144255.0
2021-04-15,653715.0,936508.0,121650.0
2021-04-16,751752.0,929459.0,135252.0
2021-04-17,751054.0,860458.0,138580.0
2021-04-18,754353.0,865415.0,145939.0
2021-04-19,763717.0,887731.0,145948.0
2021-04-20,750357.0,906435.0,146002.0
2021-04-21,743248.0,905804.0,145913.0
2021-04-22,732622.0,905045.0,146030.0
2021-04-23,741136.0,902286.0,132323.0
2021-04-24,741701.0,872586.0,122031.0
2021-04-25,748993.0,842065.0,127371.0
2021-04-26,744698.0,915979.0,133871.0
2021-04-27,749187.0,908892.0,139282.0
2021-04-28,738193.0,915439.0,135132.0
2021-04-29,728221.0,921433.0,114725.0
2021-04-30,718420.0,909768.0,132759.0
2021-05-01,643929.0,917623.0,145395.0
2021-05-02,630302.0,841216.0,160790.0
2021-05-03,621140.0,857078.0,165334.0
2021-05-04,605509.0,873842.0,169013.0
2021-05-05,604750.0,899381.0,168879.0
2021-05-06,614655.0,896825.0,167831.0
2021-05-07,629503.0,888701.0,169159.0
2021-05-08,633388.0,787153.0,169037.0
2021-05-09,582382.0,676772.0,169373.0
2021-05-10,618826.0,862275.0,169581.0
2021-05-11,633952.0,891750.0,169911.0
2021-05-12,639462.0,902816.0,169808.0
2021-05-13,634207.0,914130.0,168558.0
2021-05-14,639576.0,934744.0,159723.0
2021-05-15,638956.0,896010.0,142951.0
2021-05-16,628609.0,862458.0,120548.0
2021-05-17,689116.0,918123.0,121012.0
2021-05-18,766517.0,947719.0,120931.0
2021-05-19,762018.0,980926.0,120920.0
2021-05-20,755769.0,941313.0,121017.0
2021-05-21,722011.0,893677.0,120842.0
2021-05-22,709329.0,806105.0,120962.0
2021-05-23,723789.0,797743.0,121096.0
2021-05-24,738734.0,880109.0,120650.0
2021-05-25,764668.0,910696.0,120739.0
2021-05-26,727759.0,934893.0,120453.0
2021-05-27,754438.0,948350.0,120351.0
2021-05-28,758285.0,933881.0,119846.0
2021-05-29,760162.0,905506.0,117067.0
2021-05-30,729123.0,842885.0,119755.0
2021-05-31,757344.0,918165.0,119942.0
2021-06-01,755680.0,938203.0,119927.0
2021-06-02,739046.0,947680.0,119853.0
2021-06-03,723841.0,936159.0,120040.0
2021-06-04,738082.0,942571.0,120041.0
2021-06-05,742490.0,908973.0,120143.0
2021-06-06,711968.0,901807.0,120262.0
2021-06-07,725677.0,929568.0,119280.0
2021-06-08,739135.0,948804.0,119649.0
2021-06-09,737839.0,945828.0,119251.0
2021-06-10,738066.0,944640.0,96477.0
2021-06-11,657195.0,937946.0,96278.0
2021-06-12,600438.0,887911.0,97251.0
2021-06-13,582018.0,812006.0,115116.0
2021-06-14,607273.0,912361.0,119280.0
2021-06-15,625054.0,911186.0,119292.0
2021-06-16,619006.0,906667.0,119289.0
2021-06-17,607287.0,886849.0,119351.0
2021-06-18,614398.0,860128.0,119922.0
2021-06-19,608589.0,848287.0,119560.0
2021-06-20,610246.0,864398.0,119677.0
2021-06-21,624282.0,922937.0,106577.0
2021-06-22,633618.0,921332.0,96359.0
2021-06-23,634191.0,959204.0,102732.0
2021-06-24,635019.0,955963.0,119684.0
2021-06-25,635287.0,953799.0,147883.0
2021-06-26,629501.0,932591.0,162320.0
2021-06-27,626464.0,912988.0,166867.0
2021-06-28,619510.0,968136.0,167665.0
2021-06-29,622486.0,971552.0,167830.0
2021-06-30,626881.0,939780.0,167656.0
2021-07-01,635316.0,911987.0,167154.0
2021-07-02,635524.0,910419.0,167506.0
2021-07-03,628658.0,893301.0,167266.0
2021-07-04,629120.0,850894.0,167203.0
2021-07-05,633905.0,905968.0,167044.0
2021-07-06,617565.0,923531.0,167349.0
2021-07-07,622033.0,939515.0,167767.0
2021-07-08,630890.0,946857.0,152373.0
2021-07-09,670444.0,910061.0,146216.0
2021-07-10,751327.0,821506.0,153513.0
2021-07-11,758070.0,826852.0,167122.0
2021-07-12,751885.0,858029.0,167306.0
2021-07-13,755044.0,893333.0,168435.0
2021-07-14,755705.0,898632.0,168384.0
2021-07-15,758742.0,895799.0,167679.0
2021-07-16,755227.0,927768.0,167219.0
2021-07-17,735138.0,904049.0,167482.0
2021-07-18,718276.0,830600.0,167257.0
2021-07-19,753680.0,919899.0,167364.0
2021-07-20,759563.0,947176.0,167377.0
2021-07-21,759330.0,947909.0,167071.0
2021-07-22,756907.0,932449.0,167101.0
2021-07-23,757236.0,960306.0,167089.0
2021-07-24,753913.0,907452.0,167216.0
2021-07-25,744319.0,900462.0,167419.0
2021-07-26,755877.0,978851.0,167388.0
2021-07-27,754829.0,979377.0,167143.0
2021-07-28,748426.0,983382.0,167019.0
2021-07-29,682417.0,984391.0,166961.0
2021-07-30,721295.0,970495.0,166814.0
2021-07-31,684214.0,925424.0,164863.0
2021-08-01,745998.0,926426.0,167968.0
2021-08-02,755913.0,964393.0,167450.0
2021-08-03,762085.0,960207.0,167284.0
2021-08-04,760391.0,946728.0,167231.0
2021-08-05,759725.0,920720.0,167052.0
2021-08-06,756284.0,857237.0,167330.0
2021-08-07,752757.0,811489.0,167480.0
2021-08-08,673264.0,729744.0,167679.0
2021-08-09,748406.0,888443.0,167211.0
2021-08-10,758040.0,904715.0,166978.0
2021-08-11,756612.0,893384.0,166588.0
2021-08-12,753831.0,897213.0,165964.0
2021-08-13,748586.0,864014.0,165968.0
2021-08-14,725994.0,864996.0,165711.0
2021-08-15,739706.0,875832.0,165628.0
2021-08-16,743020.0,911201.0,166259.0
2021-08-17,682438.0,977866.0,166870.0
2021-08-18,734039.0,983973.0,166869.0
2021-08-19,753814.0,998997.0,166853.0
2021-08-20,755017.0,987585.0,166491.0
2021-08-21,753760.0,934459.0,166372.0
2021-08-22,752273.0,943176.0,165442.0
2021-08-23,755358.0,980385.0,166637.0
2021-08-24,755526.0,975487.0,166908.0
2021-08-25,743463.0,982077.0,166708.0
2021-08-26,753933.0,994971.0,166826.0
2021-08-27,753539.0,988964.0,166692.0
2021-08-28,760745.0,961956.0,166648.0
2021-08-29,761122.0,963058.0,166842.0
2021-08-30,758702.0,1019432.0,166949.0
2021-08-31,759496.0,1031767.0,166956.0
2021-09-01,760878.0,1032343.0,166960.0
2021-09-02,758707.0,1035882.0,167160.0
2021-09-03,749690.0,1029065.0,166727.0
2021-09-04,757729.0,972649.0,165368.0
2021-09-05,742234.0,959807.0,166739.0
2021-09-06,758451.0,1018031.0,166646.0
2021-09-07,760345.0,1035786.0,166712.0
2021-09-08,757838.0,1021539.0,166931.0
2021-09-09,756127.0,1009620.0,151122.0
2021-09-10,754369.0,977694.0,142940.0
2021-09-11,756007.0,931471.0,142923.0
2021-09-12,757188.0,949302.0,150243.0
2021-09-13,759575.0,985563.0,162354.0
2021-09-14,758085.0,966453.0,165673.0
2021-09-15,755768.0,976391.0,165442.0
2021-09-16,757846.0,994007.0,165421.0
2021-09-17,762825.0,955865.0,165761.0
2021-09-18,762510.0,872468.0,165810.0
2021-09-19,754618.0,871616.0,166534.0
2021-09-20,767979.0,941035.0,167682.0
2021-09-21,767234.0,977600.0,167906.0
2021-09-22,765377.0,970859.0,167944.0
2021-09-23,727768.0,951704.0,167799.0
2021-09-24,701890.0,928594.0,166475.0
2021-09-25,622398.0,886527.0,166041.0
2021-09-26,624530.0,881498.0,165595.0
2021-09-27,619676.0,914647.0,166069.0
2021-09-28,629225.0,941083.0,165923.0
2021-09-29,615534.0,950525.0,166109.0
2021-09-30,589029.0,968951.0,166339.0
2021-10-01,567620.0,972097.0,166335.0
2021-10-02,576130.0,880589.0,165961.0
2021-10-03,521820.0,844672.0,166050.0
2021-10-04,601920.0,954440.0,166859.0
2021-10-05,630576.0,926669.0,166880.0
2021-10-06,629907.0,954798.0,166699.0
2021-10-07,633361.0,963732.0,166791.0
2021-10-08,632872.0,969169.0,166425.0
2021-10-09,624897.0,986425.0,166694.0
2021-10-10,626230.0,997023.0,166824.0
2021-10-11,617161.0,1032737.0,166800.0
2021-10-12,630837.0,1048286.0,166517.0
2021-10-13,638742.0,1050901.0,159254.0
2021-10-14,727752.0,1054743.0,158559.0
2021-10-15,741535.0,1030759.0,153934.0
2021-10-16,752857.0,1025318.0,142666.0
2021-10-17,761620.0,1019150.0,142530.0
2021-10-18,760788.0,1027487.0,142539.0
2021-10-19,751284.0,985141.0,142569.0
2021-10-20,725719.0,980094.0,142580.0
2021-10-21,667860.0,967063.0,142542.0
2021-10-22,666419.0,957921.0,142498.0
2021-10-23,740682.0,922444.0,142222.0
2021-10-24,735739.0,953399.0,142682.0
2021-10-25,759207.0,975151.0,142668.0
2021-10-26,757919.0,1002164.0,142661.0
2021-10-27,740685.0,1031618.0,142506.0
2021-10-28,757011.0,1051364.0,142643.0
2021-10-29,739911.0,1024210.0,142744.0
2021-10-30,751147.0,1003656.0,142590.0
2021-10-31,715563.0,833918.0,142544.0
2021-11-01,736628.0,932085.0,142673.0
2021-11-02,768969.0,1004548.0,142931.0
2021-11-03,768842.0,1006821.0,142551.0
2021-11-04,749299.0,1016016.0,142938.0
2021-11-05,764958.0,987918.0,142953.0
2021-11-06,722622.0,946267.0,142583.0
2021-11-07,682325.0,946153.0,142469.0
2021-11-08,741770.0,987223.0,142180.0
2021-11-09,744396.0,1017948.0,141965.0
2021-11-10,771668.0,1018212.0,141694.0
2021-11-11,771857.0,998401.0,137009.0
2021-11-12,761840.0,1009907.0,119519.0
2021-11-13,758946.0,1002216.0,119031.0
2021-11-14,766499.0,985431.0,119272.0
2021-11-15,768200.0,988946.0,118851.0
2021-11-16,770223.0,1055351.0,118746.0
2021-11-17,765783.0,1061144.0,118682.0
2021-11-18,738696.0,1059029.0,118591.0
2021-11-19,710024.0,1058984.0,118416.0
2021-11-20,730829.0,1040796.0,118313.0
2021-11-21,747088.0,1019220.0,113008.0
2021-11-22,766717.0,1027563.0,96340.0
2021-11-23,751656.0,1030610.0,94925.0
2021-11-24,762982.0,990766.0,92882.0
2021-11-25,733640.0,1006124.0,92974.0
2021-11-26,740780.0,1007537.0,92832.0
2021-11-27,733902.0,1002410.0,93157.0
2021-11-28,728735.0,1007049.0,93260.0
2021-11-29,752069.0,1030057.0,92665.0
2021-11-30,696064.0,1057453.0,92446.0
2021-12-01,700254.0,1026541.0,93308.0
2021-12-02,730221.0,1018259.0,93392.0
2021-12-03,731453.0,1008228.0,96838.0
2021-12-04,742528.0,970926.0,97263.0
2021-12-05,737819.0,970523.0,100631.0
2021-12-06,739391.0,998576.0,105459.0
2021-12-07,726906.0,1002916.0,113260.0
2021-12-08,718869.0,1005129.0,120403.0
2021-12-09,749798.0,1018433.0,121370.0
2021-12-10,737531.0,1022832.0,120560.0
2021-12-11,754605.0,1027803.0,120354.0
2021-12-12,739802.0,1013366.0,120838.0
2021-12-13,738385.0,1036057.0,120646.0
2021-12-14,747788.0,1033495.0,121397.0
2021-12-15,740109.0,1041734.0,122228.0
2021-12-16,752314.0,1061759.0,111428.0
2021-12-17,743174.0,1032534.0,137600.0
2021-12-18,717508.0,1039178.0,145380.0
2021-12-19,661934.0,1024736.0,126126.0
2021-12-20,720353.0,1010048.0,134814.0
2021-12-21,757412.0,1019199.0,138888.0
2021-12-22,756238.0,1051131.0,145410.0
2021-12-23,739709.0,1028141.0,145821.0
2021-12-24,676950.0,993531.0,146168.0
2021-12-25,725765.0,997528.0,146199.0
2021-12-26,705866.0,1010214.0,146163.0
2021-12-27,716277.0,1030343.0,146027.0
2021-12-28,702253.0,997496.0,146099.0
2021-12-29,723111.0,999640.0,146090.0
2021-12-30,657377.0,943583.0,146090.0
2021-12-31,583044.0,973392.0,146166.0
2022-01-01,320925.0,956207.0,140067.0
2022-01-02,320023.0,941986.0,146072.0
2022-01-03,354964.0,1009890.0,146202.0
2022-01-04,390471.0,1076936.0,146181.0
2022-01-05,392686.0,1098732.0,146199.0
2022-01-06,388863.0,1137492.0,146226.0
2022-01-07,391980.0,1130721.0,146231.0
2022-01-08,391867.0,1092673.0,145562.0
2022-01-09,276420.0,1105145.0,149566.0
2022-01-10,267793.0,1113781.0,157792.0
2022-01-11,387653.0,1135961.0,164127.0
2022-01-12,383388.0,1139967.0,169734.0
2022-01-13,393783.0,1247344.0,170501.0
2022-01-14,390119.0,1158975.0,170531.0
2022-01-15,383678.0,1161660.0,170607.0
2022-01-16,393238.0,1164305.0,167639.0
2022-01-17,387202.0,1117849.0,170477.0
2022-01-18,378132.0,1161799.0,170444.0
2022-01-19,392497.0,1065456.0,170493.0
2022-01-20,392561.0,1155431.0,170429.0
2022-01-21,392992.0,1170337.0,170410.0
2022-01-22,386589.0,1182900.0,170444.0
2022-01-23,381126.0,1159667.0,170483.0
2022-01-24,390235.0,1177717.0,170495.0
2022-01-25,394493.0,1176236.0,170524.0
2022-01-26,394068.0,1183414.0,170578.0
2022-01-27,392591.0,1175108.0,170496.0
2022-01-28,391323.0,1180060.0,170515.0
2022-01-29,380843.0,1149368.0,170099.0
2022-01-30,355038.0,1165318.0,170626.0
2022-01-31,392366.0,1142244.0,170546.0
2022-02-01,388838.0,1139839.0,163483.0
2022-02-02,388203.0,1144750.0,170499.0
2022-02-03,385980.0,1154282.0,170485.0
2022-02-04,391093.0,1144526.0,170496.0
2022-02-05,382766.0,1072492.0,170498.0
2022-02-06,354248.0,1025858.0,170479.0
2022-02-07,387533.0,1076176.0,170474.0
2022-02-08,390804.0,1091888.0,170436.0
2022-02-09,390335.0,1092365.0,170461.0
2022-02-10,390734.0,1099032.0,170425.0
2022-02-11,390089.0,1105167.0,149112.0
2022-02-12,390525.0,1046699.0,120659.0
2022-02-13,386588.0,997185.0,170147.0
2022-02-14,387880.0,1028365.0,163216.0
2022-02-15,391177.0,1056724.0,134981.0
2022-02-16,388452.0,1003268.0,170456.0
2022-02-17,383859.0,1022060.0,170221.0
2022-02-18,387864.0,1038675.0,170348.0
2022-02-19,366707.0,977147.0,170436.0
2022-02-20,382867.0,900086.0,170467.0
2022-02-21,380747.0,992215.0,170303.0
2022-02-22,391392.0,1031667.0,163212.0
2022-02-23,382623.0,1050226.0,170219.0
2022-02-24,390825.0,1041859.0,170223.0
2022-02-25,385894.0,1048514.0,170244.0
2022-02-26,385275.0,1021221.0,142003.0
2022-02-27,374220.0,979845.0,170296.0
2022-02-28,384359.0,1013135.0,170275.0
2022-03-01,386800.0,1029062.0,170353.0
2022-03-02,388125.0,1023615.0,170230.0
2022-03-03,389130.0,1018909.0,170162.0
2022-03-04,393969.0,1025764.0,170293.0
2022-03-05,394194.0,1024326.0,164172.0
2022-03-06,391687.0,1008922.0,168477.0
2022-03-07,390627.0,1010876.0,170177.0
2022-03-08,376960.0,975854.0,156086.0
