,DE_LU_OIL,FR_OIL,IT_NORD_OIL,ES_OIL
2019-01-01,46904.0,5162.0,0.0,4474.0
2019-01-02,47161.0,5229.0,0.0,6597.0
2019-01-03,45840.0,5213.0,0.0,6899.0
2019-01-04,47695.0,5202.0,427.0,6991.0
2019-01-05,48108.0,5144.0,0.0,6125.0
2019-01-06,48107.0,5166.0,417.0,5272.0
2019-01-07,47771.0,5170.0,598.0,6462.0
2019-01-08,47209.0,5197.0,589.0,6884.0
2019-01-09,47333.0,5200.0,432.0,7576.0
2019-01-10,57113.0,10653.0,431.0,7186.0
2019-01-11,51315.0,7418.0,0.0,7405.0
2019-01-12,47689.0,5186.0,0.0,5767.0
2019-01-13,47690.0,5128.0,0.0,5299.0
2019-01-14,47823.0,5122.0,417.0,7030.0
2019-01-15,48271.0,5099.0,33.0,7672.0
2019-01-16,47649.0,5183.0,1014.0,7481.0
2019-01-17,45921.0,5187.0,429.0,7336.0
2019-01-18,46194.0,5183.0,428.0,7634.0
2019-01-19,47391.0,5178.0,439.0,6258.0
2019-01-20,47777.0,5153.0,0.0,5240.0
2019-01-21,48385.0,8616.0,429.0,6577.0
2019-01-22,59896.0,5178.0,432.0,7012.0
2019-01-23,57389.0,9514.0,429.0,7025.0
2019-01-24,62324.0,12529.0,429.0,6829.0
2019-01-25,49744.0,5193.0,429.0,7044.0
2019-01-26,46796.0,5173.0,616.0,5966.0
2019-01-27,47095.0,5159.0,0.0,5100.0
2019-01-28,47576.0,5195.0,0.0,6511.0
2019-01-29,47451.0,5605.0,429.0,7346.0
2019-01-30,48487.0,7809.0,0.0,7450.0
2019-01-31,47027.0,7744.0,440.0,7002.0
2019-02-01,46323.0,6034.0,0.0,7301.0
2019-02-02,47089.0,5997.0,0.0,5683.0
2019-02-03,47075.0,6811.0,428.0,5278.0
2019-02-04,48836.0,9772.0,429.0,6716.0
2019-02-05,47365.0,6676.0,440.0,7022.0
2019-02-06,46350.0,6038.0,584.0,7140.0
2019-02-07,47747.0,6034.0,418.0,7332.0
2019-02-08,44949.0,6043.0,0.0,7333.0
2019-02-09,44688.0,6018.0,0.0,5602.0
2019-02-10,43510.0,5978.0,0.0,4962.0
2019-02-11,43628.0,6031.0,595.0,6298.0
2019-02-12,49917.0,7756.0,433.0,6920.0
2019-02-13,64865.0,6053.0,0.0,7045.0
2019-02-14,67141.0,7775.0,0.0,6645.0
2019-02-15,66153.0,6402.0,0.0,6909.0
2019-02-16,67985.0,6020.0,0.0,5492.0
2019-02-17,67275.0,5989.0,0.0,5085.0
2019-02-18,66252.0,5657.0,0.0,6167.0
2019-02-19,64249.0,6015.0,0.0,6814.0
2019-02-20,63247.0,6031.0,0.0,6875.0
2019-02-21,64855.0,6072.0,0.0,6480.0
2019-02-22,63198.0,6068.0,0.0,6775.0
2019-02-23,63232.0,6038.0,0.0,5693.0
2019-02-24,63790.0,6013.0,0.0,4701.0
2019-02-25,63535.0,6068.0,0.0,6175.0
2019-02-26,63799.0,7072.0,0.0,6881.0
2019-02-27,63122.0,6078.0,0.0,6169.0
2019-02-28,65158.0,7133.0,0.0,6820.0
2019-03-01,63043.0,4415.0,0.0,6806.0
2019-03-02,63212.0,4401.0,0.0,5580.0
2019-03-03,63608.0,4423.0,0.0,4522.0
2019-03-04,63389.0,4434.0,0.0,6095.0
2019-03-05,60704.0,5367.0,0.0,6696.0
2019-03-06,59674.0,5725.0,0.0,6814.0
2019-03-07,59693.0,4466.0,0.0,6672.0
2019-03-08,60083.0,4641.0,0.0,6958.0
2019-03-09,60943.0,4503.0,0.0,5363.0
2019-03-10,59954.0,4491.0,0.0,4915.0
2019-03-11,60260.0,4495.0,0.0,6399.0
2019-03-12,61052.0,5235.0,0.0,6916.0
2019-03-13,61886.0,4463.0,0.0,6836.0
2019-03-14,61748.0,5268.0,0.0,6845.0
2019-03-15,61569.0,4407.0,0.0,7099.0
2019-03-16,41995.0,4392.0,0.0,6236.0
2019-03-17,28189.0,4387.0,0.0,4715.0
2019-03-18,26758.0,4578.0,0.0,6056.0
2019-03-19,27557.0,4362.0,0.0,5837.0
2019-03-20,27559.0,4363.0,0.0,6107.0
2019-03-21,27698.0,4402.0,0.0,6438.0
2019-03-22,28142.0,4377.0,0.0,7117.0
2019-03-23,28610.0,4338.0,0.0,5923.0
2019-03-24,28922.0,4324.0,0.0,5393.0
2019-03-25,29032.0,4369.0,0.0,6791.0
2019-03-26,28391.0,4372.0,0.0,7268.0
2019-03-27,28442.0,4376.0,0.0,7221.0
2019-03-28,28303.0,4315.0,0.0,7077.0
2019-03-29,28394.0,5101.0,0.0,7330.0
2019-03-30,28809.0,4305.0,0.0,5547.0
2019-03-31,28392.0,4053.0,0.0,5312.0
2019-04-01,27860.0,3597.0,0.0,5605.0
2019-04-02,29008.0,3585.0,0.0,5514.0
2019-04-03,29881.0,5000.0,0.0,5961.0
2019-04-04,31814.0,4586.0,0.0,6455.0
2019-04-05,30173.0,3554.0,0.0,6660.0
2019-04-06,29951.0,3563.0,0.0,5436.0
2019-04-07,29966.0,3531.0,0.0,4752.0
2019-04-08,30151.0,3585.0,0.0,6340.0
2019-04-09,30244.0,3581.0,0.0,6721.0
2019-04-10,29740.0,3533.0,0.0,6798.0
2019-04-11,29236.0,3632.0,0.0,6978.0
2019-04-12,28974.0,3733.0,0.0,6928.0
2019-04-13,30144.0,3592.0,0.0,5462.0
2019-04-14,29147.0,3556.0,0.0,4717.0
2019-04-15,29293.0,3275.0,0.0,6295.0
2019-04-16,30790.0,3581.0,0.0,6850.0
2019-04-17,29360.0,3592.0,0.0,6881.0
2019-04-18,29434.0,3469.0,0.0,6722.0
2019-04-19,29805.0,3479.0,0.0,5115.0
2019-04-20,29707.0,3399.0,0.0,4372.0
2019-04-21,30523.0,3439.0,0.0,4192.0
2019-04-22,32668.0,3455.0,0.0,6039.0
2019-04-23,33515.0,3461.0,0.0,6463.0
2019-04-24,32247.0,3468.0,0.0,6185.0
2019-04-25,32713.0,3479.0,0.0,5362.0
2019-04-26,34153.0,3479.0,0.0,6623.0
2019-04-27,34071.0,3432.0,0.0,5243.0
2019-04-28,32653.0,3433.0,0.0,4634.0
2019-04-29,33023.0,3470.0,0.0,6374.0
2019-04-30,33614.0,3465.0,0.0,6733.0
2019-05-01,33627.0,3352.0,0.0,5882.0
2019-05-02,32805.0,3416.0,0.0,6495.0
2019-05-03,34209.0,3224.0,0.0,6915.0
2019-05-04,32650.0,3233.0,0.0,4947.0
2019-05-05,32563.0,3411.0,0.0,4148.0
2019-05-06,33145.0,3423.0,0.0,6676.0
2019-05-07,33392.0,3463.0,0.0,6906.0
2019-05-08,32120.0,3413.0,0.0,6473.0
2019-05-09,33651.0,3481.0,0.0,6687.0
2019-05-10,33402.0,3498.0,0.0,6487.0
2019-05-11,32240.0,3503.0,0.0,5183.0
2019-05-12,31008.0,3469.0,0.0,4395.0
2019-05-13,30920.0,3508.0,0.0,6288.0
2019-05-14,30703.0,3302.0,0.0,6774.0
2019-05-15,31614.0,3523.0,0.0,7247.0
2019-05-16,31535.0,3559.0,0.0,7031.0
2019-05-17,29919.0,3544.0,0.0,6796.0
2019-05-18,29969.0,3362.0,0.0,5459.0
2019-05-19,30055.0,3538.0,0.0,4929.0
2019-05-20,32818.0,3582.0,0.0,6604.0
2019-05-21,32043.0,3561.0,0.0,6828.0
2019-05-22,31615.0,3563.0,0.0,6892.0
2019-05-23,31193.0,3572.0,0.0,6973.0
2019-05-24,30915.0,3820.0,0.0,6978.0
2019-05-25,30427.0,3545.0,0.0,5049.0
2019-05-26,28901.0,3528.0,0.0,4552.0
2019-05-27,28766.0,3565.0,0.0,6441.0
2019-05-28,28868.0,3890.0,0.0,6837.0
2019-05-29,29348.0,3930.0,0.0,6663.0
2019-05-30,30608.0,3445.0,0.0,6973.0
2019-05-31,29376.0,3493.0,0.0,6678.0
2019-06-01,29376.0,3530.0,0.0,4911.0
2019-06-02,29376.0,3513.0,0.0,4362.0
2019-06-03,29856.0,3507.0,0.0,6003.0
2019-06-04,29550.0,3550.0,0.0,6372.0
2019-06-05,29376.0,3520.0,0.0,6361.0
2019-06-06,29862.0,3516.0,0.0,6215.0
2019-06-07,30720.0,3632.0,0.0,6187.0
2019-06-08,30608.0,3427.0,0.0,4871.0
2019-06-09,29376.0,3479.0,0.0,4359.0
2019-06-10,29376.0,3497.0,0.0,5876.0
2019-06-11,34522.0,3485.0,0.0,6786.0
2019-06-12,44290.0,3494.0,0.0,6883.0
2019-06-13,39843.0,3492.0,0.0,6839.0
2019-06-14,40757.0,3490.0,0.0,6670.0
2019-06-15,42697.0,3434.0,0.0,4871.0
2019-06-16,43066.0,3444.0,0.0,4553.0
2019-06-17,43462.0,3450.0,0.0,6034.0
2019-06-18,43900.0,3422.0,0.0,6564.0
2019-06-19,44077.0,3553.0,0.0,6628.0
2019-06-20,44092.0,3464.0,0.0,6537.0
2019-06-21,43389.0,3480.0,0.0,5976.0
2019-06-22,43450.0,3460.0,0.0,4963.0
2019-06-23,43589.0,3812.0,0.0,4584.0
2019-06-24,44254.0,3464.0,0.0,5680.0
2019-06-25,49156.0,3474.0,0.0,6356.0
2019-06-26,45587.0,3482.0,0.0,6692.0
2019-06-27,46628.0,3458.0,0.0,6619.0
2019-06-28,49040.0,3479.0,0.0,6637.0
2019-06-29,51323.0,3452.0,0.0,5268.0
2019-06-30,50948.0,3455.0,0.0,4509.0
2019-07-01,48527.0,3488.0,0.0,5882.0
2019-07-02,48494.0,3479.0,0.0,6249.0
2019-07-03,45504.0,3422.0,0.0,6200.0
2019-07-04,45636.0,3545.0,0.0,6024.0
2019-07-05,45541.0,3476.0,0.0,6271.0
2019-07-06,43973.0,3469.0,0.0,5075.0
2019-07-07,45751.0,3474.0,0.0,4509.0
2019-07-08,48040.0,3482.0,0.0,6008.0
2019-07-09,49058.0,3601.0,0.0,6467.0
2019-07-10,48485.0,3781.0,0.0,6383.0
2019-07-11,47179.0,3525.0,0.0,6245.0
2019-07-12,46894.0,3388.0,0.0,6412.0
2019-07-13,47972.0,3428.0,0.0,5238.0
2019-07-14,47984.0,3437.0,0.0,4490.0
2019-07-15,47400.0,3409.0,0.0,5853.0
2019-07-16,47452.0,3403.0,0.0,6336.0
2019-07-17,31700.0,3412.0,0.0,6398.0
2019-07-18,36397.0,3413.0,0.0,6034.0
2019-07-19,47769.0,3695.0,0.0,6105.0
2019-07-20,45312.0,3457.0,0.0,5038.0
2019-07-21,45508.0,3456.0,0.0,4507.0
2019-07-22,51202.0,3456.0,0.0,6012.0
2019-07-23,51794.0,4781.0,0.0,6296.0
2019-07-24,51334.0,8752.0,0.0,6063.0
2019-07-25,52440.0,6461.0,0.0,5953.0
2019-07-26,50334.0,7504.0,0.0,5905.0
2019-07-27,47709.0,3479.0,0.0,5075.0
2019-07-28,47528.0,3489.0,0.0,4487.0
2019-07-29,47656.0,3486.0,0.0,6061.0
2019-07-30,47406.0,3440.0,0.0,6114.0
2019-07-31,47136.0,3414.0,0.0,6019.0
2019-08-01,48673.0,3443.0,0.0,5708.0
2019-08-02,48362.0,3438.0,0.0,5721.0
2019-08-03,49417.0,3509.0,0.0,4669.0
2019-08-04,49178.0,3519.0,0.0,3986.0
2019-08-05,48643.0,3504.0,0.0,5080.0
2019-08-06,49045.0,3462.0,0.0,5630.0
2019-08-07,48709.0,3462.0,0.0,5933.0
2019-08-08,48704.0,3467.0,0.0,6020.0
2019-08-09,49143.0,3471.0,0.0,5640.0
2019-08-10,49480.0,3455.0,0.0,4983.0
2019-08-11,49616.0,6488.0,0.0,3573.0
2019-08-12,49060.0,3991.0,0.0,5731.0
2019-08-13,48740.0,3446.0,0.0,6404.0
2019-08-14,48548.0,3427.0,0.0,6669.0
2019-08-15,48511.0,3427.0,0.0,5649.0
2019-08-16,48501.0,3440.0,0.0,6090.0
2019-08-17,48506.0,3477.0,0.0,4992.0
2019-08-18,48576.0,3384.0,0.0,4279.0
2019-08-19,49035.0,3386.0,0.0,5941.0
2019-08-20,49132.0,3391.0,0.0,6461.0
2019-08-21,49053.0,3394.0,7.0,6377.0
2019-08-22,48991.0,3429.0,60.0,6444.0
2019-08-23,48220.0,3424.0,38.0,6422.0
2019-08-24,45489.0,3353.0,0.0,5419.0
2019-08-25,45773.0,3418.0,0.0,4173.0
2019-08-26,47906.0,4665.0,17.0,6095.0
2019-08-27,47393.0,7578.0,81.0,6902.0
2019-08-28,47774.0,7759.0,116.0,6529.0
2019-08-29,48742.0,3476.0,160.0,6606.0
2019-08-30,48748.0,3538.0,186.0,7049.0
2019-08-31,46551.0,3483.0,196.0,5599.0
2019-09-01,47218.0,3457.0,200.0,4247.0
2019-09-02,47340.0,3844.0,298.0,5929.0
2019-09-03,47113.0,3473.0,1089.0,6766.0
2019-09-04,46886.0,3522.0,198.0,6622.0
2019-09-05,46598.0,3444.0,167.0,6205.0
2019-09-06,47340.0,3435.0,181.0,6160.0
2019-09-07,47845.0,3407.0,189.0,4488.0
2019-09-08,48003.0,3425.0,190.0,4402.0
2019-09-09,47780.0,3431.0,201.0,6004.0
2019-09-10,47008.0,3406.0,199.0,5955.0
2019-09-11,51762.0,3483.0,199.0,6031.0
2019-09-12,46422.0,3503.0,181.0,6604.0
2019-09-13,46302.0,3481.0,284.0,6400.0
2019-09-14,47565.0,3473.0,285.0,4650.0
2019-09-15,47621.0,3461.0,267.0,4323.0
2019-09-16,47381.0,3498.0,247.0,5835.0
2019-09-17,46742.0,3444.0,223.0,6856.0
2019-09-18,46929.0,3486.0,229.0,6523.0
2019-09-19,47105.0,3465.0,231.0,6378.0
2019-09-20,45601.0,3293.0,234.0,6661.0
2019-09-21,45678.0,3504.0,243.0,4573.0
2019-09-22,47057.0,3465.0,241.0,4139.0
2019-09-23,47045.0,3484.0,236.0,6119.0
2019-09-24,47097.0,3494.0,234.0,6451.0
2019-09-25,45980.0,4135.0,251.0,6712.0
2019-09-26,45693.0,3427.0,254.0,7035.0
2019-09-27,45428.0,3425.0,251.0,7086.0
2019-09-28,44423.0,3403.0,266.0,5544.0
2019-09-29,44559.0,3403.0,287.0,4785.0
2019-09-30,44548.0,3453.0,264.0,6610.0
2019-10-01,44882.0,4023.0,266.0,6849.0
2019-10-02,45451.0,4808.0,275.0,6793.0
2019-10-03,44987.0,4020.0,282.0,7137.0
2019-10-04,44984.0,4020.0,288.0,7175.0
2019-10-05,44745.0,3970.0,288.0,5640.0
2019-10-06,45106.0,3996.0,288.0,4818.0
2019-10-07,45047.0,4040.0,283.0,6499.0
2019-10-08,44563.0,4042.0,295.0,7107.0
2019-10-09,44943.0,4040.0,296.0,7167.0
2019-10-10,44626.0,4062.0,293.0,7173.0
2019-10-11,44591.0,4080.0,302.0,7228.0
2019-10-12,44549.0,4071.0,304.0,4346.0
2019-10-13,44533.0,4038.0,279.0,4154.0
2019-10-14,44905.0,4078.0,258.0,6324.0
2019-10-15,45675.0,4121.0,282.0,7150.0
2019-10-16,44982.0,4220.0,285.0,7026.0
2019-10-17,45087.0,4264.0,343.0,7003.0
2019-10-18,45574.0,4029.0,371.0,7053.0
2019-10-19,45060.0,3890.0,384.0,5386.0
2019-10-20,39632.0,3561.0,384.0,4568.0
2019-10-21,33881.0,3597.0,363.0,6612.0
2019-10-22,33879.0,3711.0,362.0,6592.0
2019-10-23,34095.0,4216.0,364.0,6539.0
2019-10-24,34058.0,4113.0,369.0,6677.0
2019-10-25,26119.0,4085.0,362.0,7132.0
2019-10-26,32414.0,3997.0,384.0,5913.0
2019-10-27,33267.0,3801.0,384.0,4945.0
2019-10-28,34414.0,4047.0,365.0,6497.0
2019-10-29,41837.0,4055.0,361.0,7196.0
2019-10-30,46264.0,4190.0,362.0,7116.0
2019-10-31,46668.0,4121.0,362.0,6616.0
2019-11-01,46508.0,4879.0,360.0,5394.0
2019-11-02,46141.0,4850.0,384.0,4533.0
2019-11-03,45982.0,4806.0,384.0,3410.0
2019-11-04,46275.0,4884.0,360.0,4847.0
2019-11-05,52762.0,4881.0,362.0,5409.0
2019-11-06,45434.0,6188.0,365.0,6001.0
2019-11-07,45224.0,5356.0,364.0,5944.0
2019-11-08,45073.0,4879.0,362.0,6007.0
2019-11-09,44713.0,4847.0,384.0,4802.0
2019-11-10,44662.0,4824.0,384.0,3624.0
2019-11-11,44619.0,4829.0,361.0,6080.0
2019-11-12,44060.0,5368.0,365.0,6777.0
2019-11-13,44481.0,4866.0,366.0,6634.0
2019-11-14,44046.0,14129.0,359.0,6701.0
2019-11-15,43891.0,5119.0,360.0,6708.0
2019-11-16,44320.0,4864.0,382.0,5717.0
2019-11-17,44257.0,4816.0,336.0,4728.0
2019-11-18,44438.0,5951.0,316.0,6439.0
2019-11-19,52397.0,11427.0,317.0,7173.0
2019-11-20,52051.0,10976.0,320.0,6996.0
2019-11-21,47814.0,4894.0,328.0,7070.0
2019-11-22,31694.0,4870.0,327.0,6923.0
2019-11-23,35506.0,4788.0,336.0,4998.0
2019-11-24,35422.0,4848.0,336.0,4342.0
2019-11-25,50002.0,4793.0,322.0,5813.0
2019-11-26,48149.0,4729.0,326.0,6356.0
2019-11-27,44561.0,4775.0,328.0,5982.0
2019-11-28,31690.0,4789.0,323.0,6170.0
2019-11-29,31552.0,4841.0,325.0,6222.0
2019-11-30,31618.0,4849.0,336.0,5141.0
2019-12-01,31810.0,4151.0,336.0,4065.0
2019-12-02,34227.0,10899.0,323.0,5727.0
2019-12-03,50014.0,7940.0,323.0,6434.0
2019-12-04,48551.0,11486.0,339.0,6569.0
2019-12-05,50292.0,13604.0,321.0,6102.0
2019-12-06,43187.0,4142.0,324.0,5535.0
2019-12-07,42506.0,4202.0,336.0,4935.0
2019-12-08,42338.0,4202.0,336.0,3754.0
2019-12-09,42351.0,4208.0,322.0,5433.0
2019-12-10,43539.0,4213.0,325.0,6068.0
2019-12-11,43206.0,4278.0,323.0,5818.0
2019-12-12,42428.0,4300.0,322.0,5574.0
2019-12-13,44623.0,4250.0,323.0,5269.0
2019-12-14,42824.0,4232.0,332.0,3934.0
2019-12-15,42859.0,4227.0,336.0,3440.0
2019-12-16,42819.0,4282.0,323.0,5457.0
2019-12-17,42820.0,4215.0,328.0,6513.0
2019-12-18,42819.0,4254.0,325.0,6041.0
2019-12-19,42947.0,4303.0,323.0,4507.0
2019-12-20,42819.0,4291.0,325.0,3524.0
2019-12-21,42816.0,4227.0,335.0,2540.0
2019-12-22,42816.0,4265.0,336.0,2606.0
2019-12-23,43068.0,4225.0,324.0,3902.0
2019-12-24,44035.0,4184.0,326.0,2439.0
2019-12-25,44067.0,4185.0,328.0,2701.0
2019-12-26,44066.0,4281.0,329.0,4076.0
2019-12-27,44027.0,4251.0,325.0,4435.0
2019-12-28,43777.0,4227.0,336.0,3029.0
2019-12-29,43774.0,4254.0,336.0,2734.0
2019-12-30,43641.0,6713.0,325.0,4339.0
2019-12-31,43498.0,4272.0,327.0,4055.0
2020-01-01,43590.0,4862.0,329.0,2637.0
2020-01-02,43268.0,4877.0,325.0,4241.0
2020-01-03,43132.0,4870.0,327.0,4654.0
2020-01-04,43277.0,4837.0,336.0,3648.0
2020-01-05,43749.0,4837.0,336.0,3279.0
2020-01-06,41206.0,6419.0,330.0,4167.0
2020-01-07,35652.0,4791.0,323.0,5674.0
2020-01-08,39790.0,4810.0,330.0,5861.0
2020-01-09,45023.0,4854.0,324.0,5428.0
2020-01-10,44714.0,4864.0,323.0,5393.0
2020-01-11,44424.0,4863.0,336.0,3045.0
2020-01-12,44136.0,4840.0,336.0,2651.0
2020-01-13,43921.0,4848.0,331.0,4162.0
2020-01-14,43107.0,4869.0,333.0,3739.0
2020-01-15,43147.0,4860.0,335.0,3696.0
2020-01-16,43621.0,4863.0,338.0,3456.0
2020-01-17,43862.0,4856.0,340.0,3390.0
2020-01-18,43942.0,4856.0,344.0,2590.0
2020-01-19,44112.0,4860.0,347.0,2560.0
2020-01-20,44107.0,4846.0,343.0,3550.0
2020-01-21,47853.0,6006.0,327.0,4289.0
2020-01-22,50532.0,7735.0,324.0,4451.0
2020-01-23,50237.0,9131.0,327.0,4493.0
2020-01-24,44385.0,4838.0,328.0,4705.0
2020-01-25,43476.0,4853.0,336.0,3448.0
