,DE_LU_WASTE,FR_WASTE,IT_NORD_WASTE,ES_WASTE
2019-01-01,68540.0,6035.0,779.0,7030.0
2019-01-02,62138.0,6055.0,811.0,7183.0
2019-01-03,64697.0,6188.0,843.0,7895.0
2019-01-04,60383.0,6112.0,806.0,7976.0
2019-01-05,59001.0,6091.0,828.0,7870.0
2019-01-06,61770.0,6000.0,833.0,7862.0
2019-01-07,53096.0,6079.0,793.0,8084.0
2019-01-08,64454.0,6123.0,721.0,7739.0
2019-01-09,61715.0,6362.0,815.0,7645.0
2019-01-10,62748.0,6655.0,809.0,7888.0
2019-01-11,62908.0,6664.0,836.0,7917.0
2019-01-12,63611.0,6366.0,811.0,7525.0
2019-01-13,63516.0,6434.0,846.0,6897.0
2019-01-14,55363.0,5862.0,802.0,6776.0
2019-01-15,51079.0,6146.0,847.0,6581.0
2019-01-16,50619.0,6414.0,849.0,6758.0
2019-01-17,50555.0,6558.0,841.0,6873.0
2019-01-18,48469.0,6625.0,871.0,7025.0
2019-01-19,49712.0,6550.0,828.0,6999.0
2019-01-20,46466.0,6318.0,839.0,6880.0
2019-01-21,48213.0,6128.0,821.0,7324.0
2019-01-22,46445.0,6174.0,811.0,8131.0
2019-01-23,56124.0,6134.0,839.0,7693.0
2019-01-24,68155.0,6035.0,795.0,7803.0
2019-01-25,59738.0,6255.0,817.0,7994.0
2019-01-26,56912.0,6436.0,807.0,7876.0
2019-01-27,58594.0,6561.0,802.0,7793.0
2019-01-28,59325.0,5954.0,800.0,7284.0
2019-01-29,58068.0,5452.0,819.0,7377.0
2019-01-30,32590.0,5377.0,809.0,6990.0
2019-01-31,66226.0,5288.0,798.0,6241.0
2019-02-01,66219.0,5062.0,815.0,6781.0
2019-02-02,71045.0,4956.0,773.0,6816.0
2019-02-03,70867.0,4904.0,817.0,7337.0
2019-02-04,66824.0,4864.0,789.0,7519.0
2019-02-05,54926.0,4876.0,773.0,6866.0
2019-02-06,52689.0,4878.0,807.0,7566.0
2019-02-07,57017.0,4871.0,777.0,7801.0
2019-02-08,60007.0,4859.0,820.0,8089.0
2019-02-09,61587.0,4882.0,798.0,7742.0
2019-02-10,61144.0,4887.0,814.0,7799.0
2019-02-11,60926.0,4850.0,788.0,7571.0
2019-02-12,62082.0,4221.0,830.0,6838.0
2019-02-13,64015.0,4206.0,830.0,6918.0
2019-02-14,65446.0,4805.0,843.0,6963.0
2019-02-15,67174.0,4888.0,784.0,7127.0
2019-02-16,68826.0,4898.0,736.0,7564.0
2019-02-17,69091.0,4865.0,733.0,7468.0
2019-02-18,70159.0,3940.0,699.0,7595.0
2019-02-19,72216.0,4842.0,686.0,7438.0
2019-02-20,72314.0,4873.0,693.0,7537.0
2019-02-21,73230.0,4934.0,731.0,6809.0
2019-02-22,72928.0,4901.0,723.0,6920.0
2019-02-23,72509.0,4932.0,717.0,6930.0
2019-02-24,70506.0,4880.0,701.0,6913.0
2019-02-25,58045.0,4886.0,722.0,6741.0
2019-02-26,40412.0,4718.0,720.0,7210.0
2019-02-27,43428.0,4723.0,711.0,6922.0
2019-02-28,74963.0,4620.0,682.0,6716.0
2019-03-01,76219.0,4884.0,675.0,6910.0
2019-03-02,73830.0,5017.0,687.0,6973.0
2019-03-03,71485.0,5030.0,826.0,6957.0
2019-03-04,71805.0,4975.0,760.0,6736.0
2019-03-05,70828.0,5249.0,848.0,7100.0
2019-03-06,70907.0,5307.0,846.0,6852.0
2019-03-07,69621.0,5287.0,750.0,6918.0
2019-03-08,68364.0,5328.0,799.0,6848.0
2019-03-09,64549.0,5314.0,848.0,6886.0
2019-03-10,66120.0,5334.0,886.0,6882.0
2019-03-11,35753.0,5311.0,838.0,7041.0
2019-03-12,36072.0,5291.0,831.0,7002.0
2019-03-13,31419.0,5295.0,865.0,7030.0
2019-03-14,4688.0,5238.0,863.0,6642.0
2019-03-15,33468.0,5228.0,845.0,7030.0
2019-03-16,35553.0,5287.0,834.0,6727.0
2019-03-17,49934.0,5376.0,878.0,6667.0
2019-03-18,65304.0,5343.0,854.0,6398.0
2019-03-19,58806.0,5345.0,724.0,6777.0
2019-03-20,62239.0,5327.0,735.0,6710.0
2019-03-21,61731.0,5294.0,887.0,6687.0
2019-03-22,63277.0,5284.0,886.0,6559.0
2019-03-23,69894.0,5316.0,902.0,6938.0
2019-03-24,71636.0,5261.0,872.0,6952.0
2019-03-25,71033.0,5137.0,882.0,7155.0
2019-03-26,69510.0,5168.0,844.0,6896.0
2019-03-27,58816.0,5034.0,890.0,6509.0
2019-03-28,59967.0,5330.0,909.0,6262.0
2019-03-29,62277.0,5325.0,898.0,6658.0
2019-03-30,63242.0,5335.0,898.0,6626.0
2019-03-31,54493.0,4843.0,903.0,6257.0
2019-04-01,53618.0,3726.0,887.0,7129.0
2019-04-02,53804.0,3710.0,896.0,6927.0
2019-04-03,52957.0,4095.0,827.0,6760.0
2019-04-04,52705.0,4109.0,691.0,6799.0
2019-04-05,53557.0,4113.0,654.0,5940.0
2019-04-06,43008.0,4017.0,649.0,7049.0
2019-04-07,42784.0,3890.0,684.0,7133.0
2019-04-08,46304.0,3907.0,672.0,7097.0
2019-04-09,73141.0,3898.0,656.0,6795.0
2019-04-10,73042.0,3909.0,646.0,6344.0
2019-04-11,73553.0,3897.0,663.0,6338.0
2019-04-12,77062.0,3881.0,653.0,6382.0
2019-04-13,76749.0,3884.0,649.0,6725.0
2019-04-14,76636.0,3893.0,687.0,7029.0
2019-04-15,76137.0,3575.0,690.0,7026.0
2019-04-16,74252.0,3926.0,751.0,7054.0
2019-04-17,75810.0,3916.0,752.0,6984.0
2019-04-18,76296.0,3890.0,742.0,7092.0
2019-04-19,72208.0,3901.0,767.0,7094.0
2019-04-20,65044.0,3905.0,767.0,6828.0
2019-04-21,64824.0,3916.0,895.0,6878.0
2019-04-22,56548.0,3894.0,864.0,6617.0
2019-04-23,61772.0,3862.0,856.0,6123.0
2019-04-24,37645.0,3836.0,861.0,6132.0
2019-04-25,37553.0,3820.0,886.0,6192.0
2019-04-26,53201.0,4031.0,855.0,6284.0
2019-04-27,73261.0,4534.0,862.0,6449.0
2019-04-28,73291.0,4570.0,729.0,6463.0
2019-04-29,72971.0,4499.0,421.0,6927.0
2019-04-30,72504.0,4433.0,439.0,7412.0
2019-05-01,72558.0,4427.0,482.0,7740.0
2019-05-02,73609.0,4430.0,496.0,6982.0
2019-05-03,74451.0,4554.0,615.0,6692.0
2019-05-04,74500.0,4594.0,635.0,6223.0
2019-05-05,74754.0,4474.0,564.0,6154.0
2019-05-06,71519.0,4133.0,431.0,5709.0
2019-05-07,71247.0,4034.0,441.0,5479.0
2019-05-08,68245.0,3915.0,445.0,5488.0
2019-05-09,46970.0,3792.0,458.0,5443.0
2019-05-10,72567.0,4183.0,481.0,5266.0
2019-05-11,75906.0,3703.0,460.0,5361.0
2019-05-12,74811.0,3445.0,377.0,5477.0
2019-05-13,75582.0,3569.0,311.0,4954.0
2019-05-14,73113.0,4132.0,310.0,5044.0
2019-05-15,49486.0,4218.0,315.0,5415.0
2019-05-16,76164.0,4109.0,280.0,5734.0
2019-05-17,77284.0,4057.0,302.0,6153.0
2019-05-18,70682.0,4036.0,317.0,7051.0
2019-05-19,69269.0,4074.0,293.0,6574.0
2019-05-20,48515.0,3904.0,283.0,6188.0
2019-05-21,75854.0,3992.0,277.0,6190.0
2019-05-22,76835.0,4038.0,297.0,6099.0
2019-05-23,77375.0,4052.0,279.0,5884.0
2019-05-24,77125.0,4157.0,290.0,6533.0
2019-05-25,76586.0,4050.0,361.0,6792.0
2019-05-26,72560.0,4070.0,452.0,6662.0
2019-05-27,75049.0,4094.0,379.0,6805.0
2019-05-28,74606.0,4116.0,386.0,6429.0
2019-05-29,49221.0,4147.0,429.0,5933.0
2019-05-30,73555.0,4301.0,419.0,5973.0
2019-05-31,48137.0,4202.0,450.0,5851.0
2019-06-01,73910.0,4309.0,453.0,6031.0
2019-06-02,68935.0,4092.0,443.0,6034.0
2019-06-03,62373.0,4160.0,440.0,6010.0
2019-06-04,65275.0,4137.0,445.0,6053.0
2019-06-05,64094.0,4575.0,434.0,6119.0
2019-06-06,65970.0,4556.0,420.0,6615.0
2019-06-07,66669.0,4535.0,451.0,6799.0
2019-06-08,37429.0,4722.0,447.0,7021.0
2019-06-09,43022.0,4847.0,436.0,6535.0
2019-06-10,40367.0,4763.0,420.0,6280.0
2019-06-11,15405.0,4717.0,452.0,7003.0
2019-06-12,37724.0,4746.0,445.0,6260.0
2019-06-13,10500.0,4369.0,480.0,6808.0
2019-06-14,12671.0,4709.0,461.0,7448.0
2019-06-15,37760.0,4772.0,478.0,7814.0
2019-06-16,12183.0,4733.0,467.0,7591.0
2019-06-17,39678.0,4683.0,451.0,6840.0
2019-06-18,41248.0,4625.0,461.0,6281.0
2019-06-19,42337.0,4535.0,462.0,6474.0
2019-06-20,43188.0,4669.0,551.0,7011.0
2019-06-21,42996.0,4581.0,532.0,7105.0
2019-06-22,41224.0,4564.0,549.0,7642.0
2019-06-23,39796.0,4419.0,700.0,7742.0
2019-06-24,39888.0,4386.0,815.0,7743.0
2019-06-25,39702.0,4344.0,803.0,7045.0
2019-06-26,42176.0,4341.0,790.0,7570.0
2019-06-27,43620.0,4401.0,804.0,7481.0
2019-06-28,42894.0,4465.0,798.0,7297.0
2019-06-29,35858.0,4616.0,829.0,7403.0
2019-06-30,34497.0,4657.0,655.0,7507.0
2019-07-01,35953.0,4779.0,516.0,7410.0
2019-07-02,30691.0,4823.0,564.0,7637.0
2019-07-03,32701.0,4861.0,676.0,7699.0
2019-07-04,32229.0,4907.0,591.0,7591.0
2019-07-05,37490.0,4801.0,815.0,7587.0
2019-07-06,40913.0,4870.0,817.0,7710.0
2019-07-07,38442.0,4773.0,811.0,7625.0
2019-07-08,13438.0,4775.0,791.0,7248.0
2019-07-09,16130.0,4799.0,622.0,7454.0
2019-07-10,36386.0,4598.0,627.0,7022.0
2019-07-11,36822.0,4754.0,626.0,7502.0
2019-07-12,44225.0,4778.0,772.0,7413.0
2019-07-13,39487.0,4756.0,656.0,7071.0
2019-07-14,13828.0,4807.0,881.0,6955.0
2019-07-15,45771.0,4817.0,861.0,6911.0
2019-07-16,41536.0,4796.0,843.0,7399.0
2019-07-17,17204.0,4662.0,857.0,7662.0
2019-07-18,45564.0,4540.0,865.0,7603.0
2019-07-19,46812.0,4836.0,860.0,7690.0
2019-07-20,47357.0,4398.0,861.0,7683.0
2019-07-21,44653.0,4392.0,864.0,7283.0
2019-07-22,15988.0,4830.0,829.0,7121.0
2019-07-23,12178.0,4779.0,670.0,7011.0
2019-07-24,15438.0,4686.0,542.0,7068.0
2019-07-25,39795.0,3706.0,781.0,7296.0
2019-07-26,39561.0,4675.0,821.0,7779.0
2019-07-27,46202.0,4798.0,860.0,7760.0
2019-07-28,42971.0,4838.0,870.0,7683.0
2019-07-29,42259.0,4734.0,865.0,7361.0
2019-07-30,40900.0,4659.0,792.0,7221.0
2019-07-31,40494.0,4129.0,841.0,7267.0
2019-08-01,45282.0,4201.0,879.0,6908.0
2019-08-02,56395.0,4219.0,883.0,6695.0
2019-08-03,44134.0,4487.0,881.0,6870.0
2019-08-04,42511.0,4535.0,914.0,7482.0
2019-08-05,71207.0,4529.0,870.0,7622.0
2019-08-06,69120.0,4533.0,882.0,7361.0
2019-08-07,54691.0,4468.0,826.0,7331.0
2019-08-08,23653.0,4541.0,850.0,7473.0
2019-08-09,72827.0,4581.0,858.0,7344.0
2019-08-10,64264.0,4336.0,824.0,7414.0
2019-08-11,74193.0,4173.0,854.0,7522.0
2019-08-12,76148.0,4101.0,867.0,7373.0
2019-08-13,70587.0,4232.0,890.0,6353.0
2019-08-14,72854.0,4543.0,903.0,7019.0
2019-08-15,73227.0,4530.0,909.0,7487.0
2019-08-16,77711.0,4645.0,906.0,7643.0
2019-08-17,68569.0,4689.0,744.0,7364.0
2019-08-18,60490.0,4855.0,686.0,7536.0
2019-08-19,62080.0,4889.0,720.0,7488.0
2019-08-20,51934.0,4777.0,858.0,7233.0
2019-08-21,52646.0,4446.0,845.0,7407.0
2019-08-22,49558.0,4619.0,800.0,7234.0
2019-08-23,50807.0,4770.0,468.0,7547.0
2019-08-24,48151.0,4838.0,606.0,7583.0
2019-08-25,50089.0,4870.0,595.0,7344.0
2019-08-26,50942.0,4805.0,610.0,7420.0
2019-08-27,57778.0,4791.0,878.0,7417.0
2019-08-28,58117.0,4568.0,867.0,7151.0
2019-08-29,60349.0,4639.0,878.0,7253.0
2019-08-30,61561.0,4860.0,865.0,7328.0
2019-08-31,46894.0,4792.0,890.0,7535.0
2019-09-01,48404.0,4853.0,839.0,7588.0
2019-09-02,51511.0,4829.0,867.0,7144.0
2019-09-03,63158.0,4777.0,882.0,6408.0
2019-09-04,62175.0,4454.0,912.0,6014.0
2019-09-05,59430.0,4578.0,904.0,6781.0
2019-09-06,36126.0,4372.0,906.0,7400.0
2019-09-07,62872.0,4599.0,902.0,7530.0
2019-09-08,62052.0,4995.0,929.0,7644.0
2019-09-09,57736.0,4873.0,904.0,7389.0
2019-09-10,44519.0,4905.0,887.0,7192.0
2019-09-11,46130.0,4905.0,845.0,7269.0
2019-09-12,57787.0,4888.0,872.0,7299.0
2019-09-13,61216.0,4902.0,882.0,7356.0
2019-09-14,61700.0,4775.0,813.0,7645.0
2019-09-15,59631.0,4787.0,830.0,7556.0
2019-09-16,58643.0,4732.0,812.0,7414.0
2019-09-17,45878.0,4748.0,866.0,7819.0
2019-09-18,55867.0,4770.0,898.0,7889.0
2019-09-19,59664.0,4789.0,872.0,7675.0
2019-09-20,63376.0,4722.0,926.0,7559.0
2019-09-21,61849.0,4661.0,881.0,7247.0
2019-09-22,61537.0,4833.0,881.0,7780.0
2019-09-23,61935.0,4758.0,862.0,7856.0
2019-09-24,72100.0,4719.0,889.0,7539.0
2019-09-25,71881.0,4749.0,884.0,7102.0
2019-09-26,72056.0,4724.0,849.0,7664.0
2019-09-27,71308.0,4739.0,879.0,7856.0
2019-09-28,57125.0,4770.0,892.0,7300.0
2019-09-29,58921.0,4492.0,901.0,6786.0
2019-09-30,61057.0,4445.0,883.0,6723.0
2019-10-01,67189.0,4342.0,895.0,5639.0
2019-10-02,66567.0,4429.0,917.0,5298.0
2019-10-03,66047.0,4346.0,886.0,5522.0
2019-10-04,66994.0,4479.0,896.0,5635.0
2019-10-05,65378.0,4576.0,891.0,6125.0
2019-10-06,64464.0,4382.0,863.0,6006.0
2019-10-07,64422.0,4250.0,806.0,5641.0
2019-10-08,75488.0,4266.0,883.0,5063.0
2019-10-09,76198.0,4200.0,861.0,5893.0
2019-10-10,75766.0,4284.0,909.0,6211.0
2019-10-11,76819.0,4501.0,895.0,6313.0
2019-10-12,78014.0,4584.0,912.0,6101.0
2019-10-13,74481.0,4617.0,916.0,6024.0
2019-10-14,73175.0,4558.0,866.0,6314.0
2019-10-15,73143.0,4498.0,843.0,6942.0
2019-10-16,68114.0,4300.0,857.0,6645.0
2019-10-17,62595.0,4272.0,868.0,6647.0
2019-10-18,69199.0,4408.0,845.0,6971.0
2019-10-19,66982.0,4318.0,810.0,6588.0
2019-10-20,67705.0,4309.0,696.0,6863.0
2019-10-21,69979.0,4334.0,476.0,7251.0
2019-10-22,74460.0,4221.0,501.0,7092.0
2019-10-23,79023.0,4346.0,473.0,6916.0
2019-10-24,78362.0,4669.0,492.0,6815.0
2019-10-25,76371.0,4505.0,389.0,6610.0
2019-10-26,72521.0,4429.0,530.0,6863.0
2019-10-27,48102.0,4117.0,460.0,6801.0
2019-10-28,76860.0,4193.0,497.0,7012.0
2019-10-29,76421.0,4386.0,499.0,6931.0
2019-10-30,75181.0,4618.0,776.0,6810.0
2019-10-31,75648.0,4685.0,771.0,6731.0
2019-11-01,75320.0,5218.0,819.0,6738.0
2019-11-02,76986.0,5263.0,864.0,6692.0
2019-11-03,75699.0,5208.0,807.0,6114.0
2019-11-04,52251.0,5163.0,551.0,5871.0
2019-11-05,75939.0,4916.0,523.0,6187.0
2019-11-06,72887.0,4892.0,575.0,6462.0
2019-11-07,72545.0,4757.0,590.0,6472.0
2019-11-08,70596.0,4543.0,566.0,6672.0
2019-11-09,70280.0,4621.0,535.0,7306.0
2019-11-10,74197.0,4936.0,542.0,6902.0
2019-11-11,73770.0,5007.0,541.0,6841.0
2019-11-12,70196.0,5024.0,565.0,7030.0
2019-11-13,70797.0,4999.0,834.0,6636.0
2019-11-14,70613.0,4982.0,825.0,7019.0
2019-11-15,72412.0,4958.0,836.0,7404.0
2019-11-16,74015.0,4874.0,834.0,7119.0
2019-11-17,66471.0,5058.0,848.0,7036.0
2019-11-18,66738.0,5064.0,732.0,7207.0
2019-11-19,73282.0,5068.0,641.0,7182.0
2019-11-20,45775.0,5240.0,651.0,7238.0
2019-11-21,42762.0,5258.0,788.0,6773.0
2019-11-22,71404.0,5217.0,783.0,6993.0
2019-11-23,70453.0,5293.0,802.0,7075.0
2019-11-24,62642.0,5311.0,817.0,7073.0
2019-11-25,63652.0,5113.0,830.0,5933.0
2019-11-26,71938.0,5250.0,788.0,5516.0
2019-11-27,69397.0,5244.0,725.0,5742.0
2019-11-28,67715.0,5212.0,809.0,5496.0
2019-11-29,72438.0,5257.0,824.0,6038.0
2019-11-30,69614.0,5223.0,829.0,6687.0
2019-12-01,64715.0,5250.0,682.0,7161.0
2019-12-02,64095.0,5176.0,653.0,7170.0
2019-12-03,66260.0,5125.0,756.0,7334.0
2019-12-04,67267.0,5184.0,827.0,7217.0
2019-12-05,64772.0,4986.0,813.0,7161.0
2019-12-06,66293.0,5094.0,815.0,6751.0
2019-12-07,73523.0,5232.0,841.0,7130.0
2019-12-08,54520.0,5265.0,817.0,7041.0
2019-12-09,75727.0,5180.0,809.0,7047.0
2019-12-10,74842.0,5177.0,749.0,7200.0
2019-12-11,76435.0,5098.0,867.0,6816.0
2019-12-12,76651.0,5060.0,858.0,6955.0
2019-12-13,75619.0,5128.0,823.0,6646.0
2019-12-14,73313.0,5094.0,839.0,6015.0
2019-12-15,73390.0,5126.0,839.0,6423.0
2019-12-16,72518.0,5173.0,791.0,6238.0
2019-12-17,73869.0,5081.0,682.0,7217.0
2019-12-18,73302.0,4996.0,577.0,7182.0
2019-12-19,74540.0,4846.0,583.0,7042.0
2019-12-20,77563.0,4981.0,727.0,6173.0
2019-12-21,76857.0,5021.0,665.0,5586.0
2019-12-22,77070.0,5180.0,787.0,5669.0
2019-12-23,76456.0,5111.0,778.0,5755.0
2019-12-24,76291.0,5033.0,806.0,4377.0
2019-12-25,77397.0,4631.0,778.0,5423.0
2019-12-26,76500.0,4434.0,795.0,4897.0
2019-12-27,76872.0,5036.0,773.0,5183.0
2019-12-28,73968.0,5128.0,788.0,5906.0
2019-12-29,73824.0,5133.0,802.0,6692.0
2019-12-30,73449.0,4849.0,764.0,6193.0
2019-12-31,71583.0,4954.0,817.0,6065.0
2020-01-01,75108.0,5166.0,836.0,5934.0
2020-01-02,74627.0,5157.0,534.0,5170.0
2020-01-03,72993.0,5249.0,655.0,5602.0
2020-01-04,70129.0,5170.0,675.0,6161.0
2020-01-05,75817.0,5111.0,694.0,6963.0
2020-01-06,72888.0,5075.0,800.0,7398.0
2020-01-07,76510.0,5283.0,799.0,7157.0
2020-01-08,75100.0,5273.0,829.0,6968.0
2020-01-09,75158.0,5247.0,812.0,7103.0
2020-01-10,74391.0,5258.0,802.0,7156.0
2020-01-11,74121.0,5303.0,802.0,7704.0
2020-01-12,71289.0,5307.0,822.0,7392.0
2020-01-13,71409.0,5293.0,801.0,7733.0
2020-01-14,65867.0,5324.0,815.0,7589.0
2020-01-15,71276.0,5350.0,839.0,7329.0
2020-01-16,72894.0,5349.0,862.0,7604.0
2020-01-17,74643.0,5340.0,845.0,7637.0
2020-01-18,74992.0,5291.0,801.0,7678.0
2020-01-19,73229.0,5218.0,797.0,7391.0
2020-01-20,72607.0,5143.0,812.0,7398.0
2020-01-21,70286.0,5120.0,834.0,7532.0
